crime_type,year,month,day,hour,location,latitude,longitude
battery,2009,11,7,12,SIDEWALK,41.910088528,-87.708811932
battery,2001,3,23,11,OTHER,41.737015743,-87.559585501
battery,2013,5,6,15,SIDEWALK,41.876567525,-87.723087916
theft,2001,3,20,21,STREET,41.671882542,-87.656187071
battery,2011,3,16,14,STREET,41.788461238,-87.623929066
battery,2008,4,7,21,STREET,41.738920595,-87.663144778
criminal damage,2009,11,30,24,ALLEY,41.707006454,-87.635859522
battery,2002,3,16,21,STREET,41.909296042,-87.772181153
battery,2003,6,27,11,STREET,41.894420579,-87.722381751
criminal damage,2005,7,23,15,GROCERY FOOD STORE,41.903775756,-87.639324074
criminal damage,2017,1,20,5,STREET,41.871218735,-87.652266213
theft,2002,2,21,10,PARKING LOT/GARAGE(NON.RESID.),41.844162699,-87.695199039
criminal damage,2007,12,7,20,STREET,41.65824289,-87.615885669
criminal damage,2005,8,5,18,STREET,41.840244167,-87.631724565
battery,2008,6,25,23,SIDEWALK,41.769661943,-87.644525308
theft,2008,11,16,22,RESIDENCE,41.764225143,-87.587336144
battery,2014,4,30,21,RESIDENCE,41.931762394,-87.775986419
battery,2006,4,23,24,SIDEWALK,41.778419905,-87.697028102
criminal damage,2016,7,30,24,DEPARTMENT STORE,41.900228029,-87.627262836
theft,2005,3,20,23,STREET,41.960807034,-87.740344875
battery,2004,1,29,13,SIDEWALK,41.892595695,-87.710131956
battery,2002,11,7,20,SIDEWALK,41.894488488,-87.724834613
theft,2007,12,19,19,STREET,41.956596027,-87.784777486
criminal damage,2007,8,22,17,RESIDENCE,41.668177768,-87.639181185
criminal damage,2001,11,16,20,VACANT LOT/LAND,41.787069807,-87.645120022
theft,2004,5,9,1,VEHICLE-COMMERCIAL,41.908747424,-87.736311899
criminal damage,2008,3,6,15,STREET,41.780445864,-87.69221242
criminal damage,2012,3,24,21,SIDEWALK,41.903786044,-87.73371691
criminal damage,2012,1,25,22,OTHER,41.776785202,-87.605213563
criminal damage,2012,6,15,22,RESIDENTIAL YARD (FRONT/BACK),41.942159854,-87.6820601
criminal damage,2005,10,20,13,VEHICLE NON-COMMERCIAL,41.775144517,-87.683532573
theft,2012,3,14,19,ALLEY,41.852734462,-87.708940721
theft,2002,9,8,20,STREET,41.979521411,-87.68969713
theft,2008,6,29,23,VEHICLE NON-COMMERCIAL,41.803568654,-87.72958343
theft,2014,12,15,9,APARTMENT,41.921870369,-87.645113757
theft,2012,8,11,20,STREET,41.737403823,-87.549629584
battery,2003,9,15,20,STREET,41.769398466,-87.571495105
criminal damage,2014,2,19,20,STREET,41.909789168,-87.642186951
criminal damage,2011,10,18,13,ATHLETIC CLUB,41.910505437,-87.676316472
criminal damage,2007,2,14,5,STREET,41.723340547,-87.625074428
theft,2007,7,13,13,PARKING LOT/GARAGE(NON.RESID.),41.886790881,-87.675556929
criminal damage,2008,5,19,23,APARTMENT,41.892215347,-87.751667556
theft,2008,6,9,6,VEHICLE-COMMERCIAL,41.902991231,-87.689797763
battery,2008,6,17,24,VEHICLE NON-COMMERCIAL,41.899563004,-87.749224311
criminal damage,2004,11,30,13,COLLEGE/UNIVERSITY GROUNDS,41.789057941,-87.599651378
criminal damage,2008,11,2,20,RESIDENCE,41.731737708,-87.639849177
theft,2011,2,20,3,APARTMENT,41.869176129,-87.770138367
battery,2002,2,27,24,STREET,41.875290002,-87.72384912
criminal damage,2008,5,7,23,TAVERN/LIQUOR STORE,41.652850744,-87.54715358
theft,2003,4,29,15,APARTMENT,42.009174489,-87.662736584
battery,2015,6,13,19,SIDEWALK,41.876225184,-87.721670158
theft,2002,10,12,3,RESIDENCE,41.835340755,-87.637686062
battery,2014,8,12,13,ALLEY,41.8740301,-87.748061584
battery,2010,2,2,4,STREET,41.886916642,-87.701373192
criminal damage,2005,8,23,20,RESIDENCE PORCH/HALLWAY,41.800196824,-87.603936354
criminal damage,2009,5,6,22,STREET,41.929636639,-87.638753505
battery,2012,5,27,24,STREET,41.789401953,-87.685137724
theft,2009,9,2,15,STREET,41.795020455,-87.784331157
battery,2001,9,9,11,STREET,41.907973083,-87.643198435
criminal damage,2011,5,3,21,STREET,42.002783785,-87.675150882
theft,2015,9,18,21,STREET,41.839696079,-87.614978027
battery,2004,2,1,23,SIDEWALK,41.858369234,-87.724942213
battery,2009,7,10,24,SIDEWALK,41.902933925,-87.665818386
criminal damage,2003,4,10,9,STREET,41.920942109,-87.760967622
theft,2014,10,17,23,STREET,41.886795916,-87.64779665
battery,2002,7,14,15,SIDEWALK,41.881250818,-87.756313145
battery,2005,3,11,15,STREET,41.789613503,-87.660831236
theft,2017,2,12,1,STREET,41.830615654,-87.656142227
theft,2002,8,19,20,RESIDENCE-GARAGE,41.806005166,-87.72638052
battery,2004,5,4,7,STREET,41.852934738,-87.663629657
battery,2011,6,8,15,STREET,41.78103764,-87.649679572
battery,2011,1,19,10,"SCHOOL, PUBLIC, BUILDING",41.748465764,-87.668894176
criminal damage,2007,6,6,17,OTHER,41.752724475,-87.704908443
criminal damage,2014,12,15,11,STREET,41.804133951,-87.585442955
battery,2005,11,20,23,SIDEWALK,41.85066351,-87.731221902
battery,2011,9,21,14,SIDEWALK,41.693421344,-87.620983384
criminal damage,2013,11,6,11,"SCHOOL, PUBLIC, BUILDING",41.803201891,-87.72198373
theft,2016,8,6,23,STREET,41.864099641,-87.713723835
theft,2006,10,27,20,RESIDENCE,41.697283391,-87.64132161
battery,2007,5,2,19,ALLEY,41.894047236,-87.746563974
theft,2006,10,31,22,STREET,41.98149652,-87.818448497
battery,2012,6,3,20,SIDEWALK,41.73327429,-87.55133578
theft,2007,3,16,11,APARTMENT,41.760847234,-87.562850919
theft,2006,5,29,12,ALLEY,41.859907891,-87.707920169
theft,2013,8,12,3,APARTMENT,41.931219921,-87.689095142
battery,2014,1,10,24,SIDEWALK,41.899069827,-87.720416362
theft,2007,6,13,12,RESIDENCE,41.719089866,-87.63951266
theft,2013,11,21,19,ALLEY,41.90608762,-87.672559616
criminal damage,2006,5,26,14,SMALL RETAIL STORE,41.971100531,-87.667747448
theft,2006,8,3,8,RESIDENCE,41.813994693,-87.618284309
criminal damage,2010,5,3,13,VEHICLE NON-COMMERCIAL,41.895197128,-87.648900523
battery,2007,2,14,10,"SCHOOL, PUBLIC, BUILDING",41.849045571,-87.708829783
theft,2002,3,10,20,APARTMENT,41.758127245,-87.5546516
theft,2007,3,11,22,RESIDENCE,41.908272261,-87.640928538
criminal damage,2002,5,18,24,BANK,41.959378575,-87.727449421
battery,2013,12,18,13,STREET,41.872707718,-87.712080245
battery,2005,4,25,11,OTHER,41.889036271,-87.719788781
criminal damage,2001,9,23,12,STREET,41.910748303,-87.66325713
battery,2016,2,1,13,SIDEWALK,41.895549905,-87.706859996
theft,2010,4,13,1,STREET,41.927024879,-87.735424932
battery,2003,1,24,19,RESIDENCE,41.783871363,-87.684988102
battery,2011,10,26,15,STREET,41.819064334,-87.609239852
battery,2001,2,28,22,CHA PARKING LOT/GROUNDS,41.862118973,-87.693823763
battery,2006,11,17,24,SIDEWALK,41.88465094,-87.75522124
criminal damage,2006,12,11,9,PARKING LOT/GARAGE(NON.RESID.),41.720945985,-87.68138658
criminal damage,2009,1,14,19,DEPARTMENT STORE,41.92046017,-87.67083136
criminal damage,2011,6,26,16,SIDEWALK,41.794764169,-87.618505437
theft,2007,7,6,20,STREET,41.775682929,-87.64269748
battery,2006,7,7,21,STREET,41.772142069,-87.668154988
theft,2002,7,20,12,STREET,41.736934408,-87.584167675
criminal damage,2006,7,24,24,LIBRARY,41.730956462,-87.549887474
theft,2007,9,20,23,RESTAURANT,41.866341527,-87.711154301
criminal damage,2003,12,4,21,STREET,41.983464942,-87.670428695
battery,2015,10,20,11,RESIDENCE,41.796808634,-87.668307054
criminal damage,2013,2,2,14,RESIDENCE,41.797087386,-87.669529066
criminal damage,2004,12,10,19,RESIDENCE,41.761286348,-87.662615211
battery,2003,5,15,11,"SCHOOL, PUBLIC, BUILDING",41.946724511,-87.691501175
criminal damage,2001,1,31,8,"SCHOOL, PUBLIC, BUILDING",41.791012589,-87.688993852
criminal damage,2010,10,12,6,CONSTRUCTION SITE,41.89390585,-87.624232564
battery,2009,3,31,22,SIDEWALK,41.994344701,-87.722692471
theft,2005,12,27,9,RESIDENCE,41.739131731,-87.556757112
theft,2017,7,30,12,ALLEY,41.924930762,-87.762328346
theft,2001,1,19,12,PARKING LOT/GARAGE(NON.RESID.),41.909851355,-87.719280897
battery,2015,9,3,23,GAS STATION,41.880399914,-87.753008553
theft,2011,9,18,12,APARTMENT,41.793457578,-87.631809658
criminal damage,2006,8,14,11,SIDEWALK,41.779012821,-87.664208692
battery,2014,4,9,11,"SCHOOL, PUBLIC, BUILDING",41.917346904,-87.782802648
theft,2001,3,14,19,BARBERSHOP,41.880650352,-87.722971956
battery,2011,1,3,22,ALLEY,41.877107968,-87.724088882
battery,2003,11,30,20,STREET,41.726431523,-87.628788059
theft,2001,3,15,22,STREET,41.838998876,-87.71441741
theft,2013,12,20,1,RESIDENCE-GARAGE,41.929546789,-87.759622855
battery,2007,7,20,15,ALLEY,41.751936499,-87.551072657
criminal damage,2009,4,13,8,"SCHOOL, PUBLIC, BUILDING",41.778754713,-87.617297398
criminal damage,2004,9,17,5,OTHER RAILROAD PROP / TRAIN DEPOT,41.797571618,-87.640460131
criminal damage,2015,9,21,18,OTHER,41.942257928,-87.669951491
battery,2007,8,16,16,SIDEWALK,41.886530554,-87.74438154
criminal damage,2003,3,11,10,DRUG STORE,41.939680604,-87.669864264
theft,2013,2,1,17,GROCERY FOOD STORE,41.885739108,-87.745773311
criminal damage,2015,8,27,17,CTA PLATFORM,41.867428687,-87.626342565
criminal damage,2012,11,28,23,STREET,41.857707908,-87.672312713
theft,2003,2,21,10,RESIDENCE,41.749650394,-87.659782645
criminal damage,2015,7,10,7,STREET,41.81691816,-87.633567673
theft,2004,3,12,21,STREET,41.941713248,-87.671148039
criminal damage,2015,4,18,9,HOTEL/MOTEL,41.888165132,-87.622937212
battery,2007,8,7,23,SIDEWALK,41.752788298,-87.554056467
theft,2011,1,15,16,APARTMENT,41.865205115,-87.694604352
criminal damage,2010,5,11,19,STREET,41.780520317,-87.660599945
battery,2010,1,1,2,APARTMENT,41.826263464,-87.670291775
theft,2006,10,11,18,RESIDENCE,41.899343239,-87.690616782
criminal damage,2004,11,9,15,"SCHOOL, PUBLIC, BUILDING",41.696187007,-87.626661308
battery,2005,12,23,22,SIDEWALK,41.884613395,-87.706228705
criminal damage,2010,3,9,12,RESIDENCE,41.96491786,-87.650000625
criminal damage,2005,6,28,20,STREET,41.861629489,-87.624020283
criminal damage,2010,11,22,19,STREET,41.868780233,-87.627458476
theft,2004,5,29,10,RESIDENCE,41.946108659,-87.670054931
battery,2013,4,10,18,RESIDENCE PORCH/HALLWAY,41.848048285,-87.7131814
criminal damage,2010,9,21,9,SIDEWALK,41.753077624,-87.607009801
theft,2008,5,2,20,STREET,41.89077829,-87.634671913
theft,2008,8,22,21,STREET,41.934655029,-87.786303324
theft,2001,12,27,16,RESIDENCE,41.88283659,-87.756232777
battery,2001,6,30,13,STREET,41.762996648,-87.682764461
theft,2017,2,18,18,STREET,41.771438092,-87.668855113
theft,2003,11,7,11,APARTMENT,41.996427012,-87.70932597
criminal damage,2010,2,22,9,"SCHOOL, PUBLIC, BUILDING",41.912816129,-87.782793822
theft,2008,6,30,20,RESIDENCE,41.766926787,-87.595178602
criminal damage,2003,7,16,6,STREET,41.934173549,-87.727044875
criminal damage,2013,8,15,11,SIDEWALK,41.782279941,-87.671559063
theft,2007,8,4,3,STREET,41.716854165,-87.532869394
criminal damage,2016,11,16,10,STREET,41.909173067,-87.687189763
theft,2015,6,29,21,STREET,41.764896782,-87.620065012
battery,2011,8,16,17,SIDEWALK,41.880281672,-87.762267007
battery,2006,2,9,21,STREET,41.791624657,-87.675452689
battery,2008,12,30,22,CTA GARAGE / OTHER PROPERTY,41.867428687,-87.626342565
theft,2002,12,22,6,PARKING LOT/GARAGE(NON.RESID.),41.997987859,-87.675310671
battery,2007,8,17,10,STREET,41.897237789,-87.759397891
battery,2002,5,27,23,SIDEWALK,41.919423045,-87.729073138
criminal damage,2012,10,26,1,STREET,41.98339919,-87.778026327
battery,2001,2,8,10,"SCHOOL, PRIVATE, BUILDING",41.735345169,-87.559283136
criminal damage,2011,4,30,3,SIDEWALK,41.792316704,-87.620784213
battery,2008,11,21,10,SIDEWALK,41.865108577,-87.73370765
battery,2007,8,7,22,STREET,41.947906045,-87.710714711
criminal damage,2011,8,13,22,STREET,41.869256691,-87.666782001
theft,2004,5,6,8,RESIDENCE-GARAGE,41.966293336,-87.739404156
battery,2005,6,20,13,STREET,41.95894955,-87.779422522
battery,2003,11,1,20,OTHER,41.969046206,-87.658064717
battery,2006,8,28,19,GOVERNMENT BUILDING/PROPERTY,41.823163053,-87.670874089
battery,2007,3,16,12,STREET,41.8727465,-87.744978071
battery,2003,6,21,3,STREET,41.84378325,-87.705020101
theft,2005,5,17,19,STREET,41.966196929,-87.658863307
battery,2015,10,14,14,ALLEY,41.894945606,-87.754874977
criminal damage,2009,8,15,9,DRUG STORE,41.938554681,-87.768194131
battery,2016,2,7,17,STREET,41.752341435,-87.591860518
theft,2002,6,24,2,RESIDENCE PORCH/HALLWAY,41.980554579,-87.657928425
criminal damage,2008,4,25,8,RESIDENCE,41.97602679,-87.842768448
theft,2009,6,9,22,STREET,41.970961277,-87.779487623
theft,2005,12,29,18,APARTMENT,41.868041815,-87.721153405
criminal damage,2017,5,21,23,APARTMENT,41.907153315,-87.639680572
battery,2005,5,31,24,VEHICLE NON-COMMERCIAL,41.693732132,-87.625534818
theft,2009,1,8,1,STREET,41.926543456,-87.772162324
criminal damage,2009,5,20,19,STREET,41.944142889,-87.819197591
criminal damage,2003,4,1,9,RESIDENCE,41.881115196,-87.76156922
theft,2005,1,21,20,STREET,41.984253748,-87.711346419
criminal damage,2002,6,25,18,STREET,41.797977355,-87.597583928
theft,2001,5,31,23,RESIDENCE PORCH/HALLWAY,41.958707225,-87.656401762
criminal damage,2012,5,10,23,STREET,41.714543294,-87.564598212
criminal damage,2015,6,4,11,RESIDENCE,41.738543039,-87.693680941
theft,2003,11,1,11,PARKING LOT/GARAGE(NON.RESID.),41.772561512,-87.583841227
battery,2010,9,8,12,STREET,41.875066021,-87.741362098
criminal damage,2012,4,1,24,APARTMENT,41.840805166,-87.649205227
battery,2006,8,5,10,STREET,41.759950351,-87.605433227
theft,2016,6,30,14,PARKING LOT/GARAGE(NON.RESID.),41.839410287,-87.646313633
criminal damage,2009,12,19,12,STREET,41.805091489,-87.619483655
theft,2008,5,22,15,RESIDENCE,41.886473111,-87.70206064
battery,2005,10,6,20,STREET,41.884828015,-87.714426997
theft,2001,6,22,17,SIDEWALK,41.900435117,-87.633747518
theft,2004,8,11,10,STREET,41.802078778,-87.617800646
theft,2013,11,18,10,RESIDENCE,41.740418835,-87.552711083
battery,2002,8,12,17,CHA PARKING LOT/GROUNDS,41.899666325,-87.640015058
battery,2001,3,23,19,STREET,41.894165368,-87.745516116
criminal damage,2013,1,31,8,STREET,41.872061089,-87.74564158
battery,2003,1,22,15,STREET,41.894181382,-87.706513426
criminal damage,2004,7,23,12,PARKING LOT/GARAGE(NON.RESID.),41.707756212,-87.580708771
criminal damage,2012,12,30,22,STREET,41.722333633,-87.660273136
criminal damage,2004,11,16,5,STREET,41.780691987,-87.670303145
battery,2015,4,28,22,STREET,41.888262483,-87.765141331
criminal damage,2001,8,23,15,STREET,41.895371474,-87.713932205
battery,2015,4,1,19,STREET,41.789753808,-87.651116076
battery,2003,12,29,2,STREET,41.878340246,-87.709793122
theft,2015,8,6,6,OTHER,41.752297956,-87.605230173
battery,2009,4,5,20,STREET,41.691389926,-87.535279454
theft,2007,8,1,21,CTA GARAGE / OTHER PROPERTY,41.803826714,-87.684306489
battery,2009,5,6,8,STREET,41.86427683,-87.639149332
battery,2002,2,14,19,STREET,41.875865476,-87.74634477
battery,2004,8,31,11,ALLEY,41.860071423,-87.706707163
criminal damage,2014,11,17,19,CTA STATION,41.883539463,-87.626231082
criminal damage,2003,5,23,21,STREET,41.872968567,-87.687238771
theft,2001,5,30,21,RESIDENCE,41.784251128,-87.661763596
criminal damage,2014,1,20,15,OTHER,41.792169863,-87.790838873
battery,2008,9,5,20,SIDEWALK,41.721129436,-87.627435716
theft,2012,7,20,1,PARKING LOT/GARAGE(NON.RESID.),41.868180939,-87.709271389
theft,2004,5,3,17,STREET,41.821553176,-87.603569294
theft,2010,7,17,20,GOVERNMENT BUILDING/PROPERTY,41.864996202,-87.618189882
criminal damage,2010,12,24,10,PARKING LOT/GARAGE(NON.RESID.),41.893837703,-87.695432034
battery,2006,4,2,23,STREET,41.883841714,-87.746627983
criminal damage,2002,12,29,13,SMALL RETAIL STORE,41.829317892,-87.679396533
battery,2002,1,14,21,RESIDENCE PORCH/HALLWAY,41.871936415,-87.699494036
criminal damage,2012,12,22,11,STREET,41.744440245,-87.663288919
criminal damage,2012,7,10,13,SIDEWALK,41.998935852,-87.657575889
battery,2015,5,26,10,PARKING LOT/GARAGE(NON.RESID.),41.887733645,-87.764194831
criminal damage,2002,10,23,11,STREET,41.945852753,-87.688234724
criminal damage,2015,7,5,17,OTHER,41.862218265,-87.639087164
battery,2008,2,2,19,STREET,41.884558961,-87.73617358
battery,2003,9,13,4,PARKING LOT/GARAGE(NON.RESID.),41.882699119,-87.669341402
battery,2011,3,31,19,APARTMENT,41.784679868,-87.649772879
theft,2006,8,25,14,PARK PROPERTY,41.840205468,-87.718339822
theft,2009,8,9,3,RESTAURANT,41.942704544,-87.746970822
theft,2004,12,19,22,RESIDENCE,41.747362397,-87.546745441
criminal damage,2006,2,15,1,STREET,41.883768236,-87.64858551
criminal damage,2008,9,1,13,OTHER,41.969599476,-87.679210283
theft,2002,6,27,12,STREET,41.963434367,-87.7426921
criminal damage,2003,10,28,12,STREET,41.894813936,-87.687936878
theft,2009,9,22,24,STREET,41.919345195,-87.636388619
battery,2010,12,16,23,COLLEGE/UNIVERSITY GROUNDS,41.996956779,-87.657022934
theft,2009,5,13,4,STREET,41.943774627,-87.831481243
criminal damage,2012,9,14,1,DRUG STORE,41.909636288,-87.745300725
battery,2008,7,15,3,STREET,41.708813391,-87.619956502
criminal damage,2009,1,6,21,APARTMENT,41.900860447,-87.632842923
theft,2008,12,28,18,STREET,41.869603434,-87.719636865
theft,2001,2,26,16,STREET,41.976310363,-87.785336505
battery,2008,2,14,24,STREET,41.872848316,-87.69914356
theft,2007,12,1,20,RESIDENCE,41.773651843,-87.621515075
criminal damage,2013,8,22,21,OTHER,41.878056836,-87.701122668
theft,2004,8,27,9,OTHER,41.949702874,-87.675656783
theft,2007,10,28,21,STREET,41.901520254,-87.634389523
battery,2009,8,30,23,SIDEWALK,41.967218421,-87.658039895
theft,2005,11,21,6,RESIDENCE,41.776401478,-87.693323224
criminal damage,2002,8,8,24,SIDEWALK,41.854805457,-87.694304067
criminal damage,2004,8,1,13,VEHICLE NON-COMMERCIAL,41.901864643,-87.707408047
theft,2006,3,12,2,STREET,41.762265774,-87.673465484
battery,2004,8,14,15,SIDEWALK,41.88360497,-87.707501835
battery,2002,12,19,5,RESIDENCE PORCH/HALLWAY,41.851757681,-87.705951446
battery,2011,4,3,17,STREET,41.894844546,-87.765971847
criminal damage,2004,11,2,9,AIRPORT/AIRCRAFT,41.976290414,-87.905227221
theft,2009,5,5,17,STREET,41.906668055,-87.764574058
criminal damage,2015,8,29,10,PARKING LOT/GARAGE(NON.RESID.),41.892907808,-87.641013705
theft,2003,5,16,12,STREET,42.001674413,-87.673591351
criminal damage,2013,10,18,18,PARKING LOT/GARAGE(NON.RESID.),41.930049492,-87.685920733
battery,2011,5,20,20,STREET,41.746383034,-87.654840463
criminal damage,2013,4,17,9,APARTMENT,41.828084362,-87.669117214
criminal damage,2017,2,17,15,SIDEWALK,41.897895128,-87.624096605
criminal damage,2013,5,9,13,RESIDENCE,41.719891467,-87.576512305
criminal damage,2010,6,25,24,DEPARTMENT STORE,41.897982937,-87.624095634
criminal damage,2016,12,23,20,STREET,41.884293362,-87.661293508
battery,2003,5,10,13,STREET,41.800810779,-87.670851304
theft,2003,1,1,11,STREET,41.764341144,-87.652880869
battery,2013,12,28,22,STREET,41.89491906,-87.757236921
criminal damage,2007,9,18,24,RESIDENCE,41.948068465,-87.643126381
theft,2014,9,4,12,STREET,41.842246951,-87.632987159
theft,2008,5,31,4,STREET,41.99394598,-87.702246769
battery,2013,1,23,19,STREET,41.809569293,-87.603624629
battery,2004,12,11,22,SIDEWALK,41.747210589,-87.601432604
battery,2007,8,21,11,STREET,41.75234127,-87.585483782
theft,2001,11,2,18,STREET,41.925539302,-87.650152753
theft,2017,5,11,22,OTHER,41.693960671,-87.621658468
theft,2011,9,29,8,OTHER,41.780998262,-87.623725349
theft,2002,8,11,16,PARK PROPERTY,42.001822361,-87.689987495
criminal damage,2006,9,1,10,CAR WASH,41.749675058,-87.634503664
criminal damage,2001,8,1,12,RESIDENCE,41.705565903,-87.601044511
battery,2002,2,7,14,SIDEWALK,41.789729362,-87.647471411
theft,2011,11,15,15,CTA GARAGE / OTHER PROPERTY,41.968410021,-87.71260004
battery,2013,11,25,11,ALLEY,41.895418606,-87.766631575
battery,2002,2,18,13,SIDEWALK,41.76807935,-87.665117775
theft,2003,4,11,20,RESIDENCE,41.788424632,-87.648651377
criminal damage,2002,7,10,13,GROCERY FOOD STORE,41.937919992,-87.649024588
battery,2007,9,30,21,SIDEWALK,41.881358456,-87.747759695
theft,2007,11,10,18,OTHER,41.860090147,-87.724991978
theft,2004,4,22,17,STREET,41.856581054,-87.719985296
criminal damage,2017,4,7,20,STREET,41.783411475,-87.594710897
criminal damage,2006,6,28,22,STREET,41.892257244,-87.646926569
theft,2004,5,30,1,STREET,41.75809139,-87.582243034
battery,2014,8,24,16,RESIDENCE,41.701322347,-87.624547099
criminal damage,2005,12,21,7,STREET,41.855477288,-87.624976571
theft,2011,10,26,10,VEHICLE NON-COMMERCIAL,41.903251398,-87.747096844
theft,2010,3,30,21,PARKING LOT/GARAGE(NON.RESID.),41.751974928,-87.548257649
theft,2001,1,21,8,PARKING LOT/GARAGE(NON.RESID.),41.778451141,-87.730816312
criminal damage,2005,2,4,13,DRUG STORE,41.963596071,-87.727902167
battery,2005,3,21,21,ALLEY,41.767619245,-87.68200662
theft,2006,9,12,9,RESIDENCE,41.78246763,-87.649715713
criminal damage,2003,6,14,24,RESIDENCE,41.685741838,-87.660456952
battery,2007,9,21,23,SIDEWALK,41.800233416,-87.589104487
battery,2007,6,13,14,SMALL RETAIL STORE,41.779127548,-87.692515191
criminal damage,2016,8,13,17,TAVERN/LIQUOR STORE,41.865336883,-87.625785555
theft,2014,12,17,21,GROCERY FOOD STORE,41.965725624,-87.654790481
criminal damage,2014,3,1,9,SIDEWALK,41.754172384,-87.552581097
theft,2016,2,13,2,RESIDENCE,41.716933769,-87.532872069
theft,2011,9,4,22,STREET,41.775125668,-87.667775881
battery,2008,7,1,23,STREET,41.865097244,-87.665037317
theft,2009,6,4,20,STREET,41.797265554,-87.698128959
theft,2010,8,13,11,RESIDENCE,41.90127457,-87.761598789
battery,2001,5,6,20,SIDEWALK,41.750047865,-87.549380528
battery,2011,1,1,20,SIDEWALK,41.888125748,-87.750452314
battery,2008,5,2,16,SIDEWALK,41.772603973,-87.610598471
criminal damage,2002,8,20,13,STREET,41.773120341,-87.566637641
battery,2003,11,17,16,STREET,41.886179786,-87.755280906
battery,2003,2,5,10,CHA PARKING LOT/GROUNDS,41.843922218,-87.6269207
theft,2009,8,22,11,STREET,41.810814646,-87.60440281
battery,2001,2,14,21,OTHER,41.873580217,-87.705488401
criminal damage,2008,3,26,14,ABANDONED BUILDING,41.747403647,-87.547961554
battery,2014,2,13,19,STREET,41.769003785,-87.634154626
criminal damage,2009,10,26,18,STREET,41.947436042,-87.698055617
criminal damage,2011,6,14,11,APARTMENT,41.927799413,-87.754839182
criminal damage,2014,12,29,11,RESIDENCE-GARAGE,41.936958791,-87.75033128
criminal damage,2003,7,23,8,STREET,41.750262995,-87.622975542
criminal damage,2015,8,9,18,SMALL RETAIL STORE,41.965404069,-87.736202402
battery,2008,3,27,22,PARKING LOT/GARAGE(NON.RESID.),41.759811611,-87.566389244
battery,2013,12,30,18,OTHER,41.87886043,-87.726470068
theft,2007,12,12,14,STREET,41.919807858,-87.734955851
battery,2015,5,8,17,SIDEWALK,41.768562042,-87.663180931
battery,2014,1,14,20,SIDEWALK,41.880358402,-87.730564986
criminal damage,2010,3,10,18,APARTMENT,41.72852756,-87.662150113
battery,2009,11,17,13,SIDEWALK,41.883562573,-87.757625389
criminal damage,2005,2,16,7,RESIDENCE,41.944216451,-87.806967686
theft,2006,7,8,16,APARTMENT,41.883228644,-87.764961923
theft,2005,2,4,18,RESIDENCE-GARAGE,41.936996013,-87.712415948
battery,2009,8,15,22,ALLEY,41.888388731,-87.765143885
battery,2002,9,6,15,RESIDENCE,41.780445554,-87.664245127
theft,2014,5,6,23,COMMERCIAL / BUSINESS OFFICE,41.837794206,-87.734094807
battery,2006,11,19,20,SIDEWALK,42.020790333,-87.67072197
battery,2004,8,11,7,STREET,41.884935627,-87.749115188
criminal damage,2009,6,27,2,APARTMENT,41.877014589,-87.731360167
criminal damage,2001,3,26,24,COMMERCIAL / BUSINESS OFFICE,41.85399732,-87.65067238
criminal damage,2007,11,1,16,APARTMENT,41.939338616,-87.654085268
theft,2007,5,25,18,STREET,41.899184466,-87.707581149
battery,2009,10,20,20,SIDEWALK,41.893767158,-87.656735335
battery,2006,7,5,17,SIDEWALK,41.713515873,-87.565262394
criminal damage,2014,9,18,23,STREET,41.892830572,-87.708913968
battery,2015,3,19,24,GAS STATION,41.880399914,-87.753008553
criminal damage,2015,7,8,15,PARKING LOT/GARAGE(NON.RESID.),41.903775756,-87.639324074
battery,2010,9,3,10,ALLEY,41.881044607,-87.699499505
theft,2006,8,29,12,STREET,41.868498478,-87.664755907
criminal damage,2005,7,3,2,VEHICLE NON-COMMERCIAL,41.857208239,-87.683333874
theft,2016,5,29,22,APARTMENT,41.849157915,-87.700276837
criminal damage,2013,7,11,9,SIDEWALK,41.852464289,-87.723522627
battery,2004,10,12,11,STREET,41.88395763,-87.735580592
battery,2011,7,27,20,SIDEWALK,41.74962816,-87.665847864
theft,2004,8,6,21,STREET,41.783461061,-87.70699534
battery,2010,6,21,13,STREET,41.748084702,-87.641527539
theft,2013,4,6,1,APARTMENT,41.902720595,-87.720590832
theft,2002,1,26,1,STREET,41.926242117,-87.761148085
theft,2017,2,19,15,STREET,41.772946537,-87.682114031
theft,2012,10,26,7,STREET,41.931780735,-87.727593069
theft,2004,9,11,23,STREET,41.850678584,-87.670186515
theft,2012,6,4,1,RESTAURANT,41.903216162,-87.675733667
theft,2013,10,28,20,STREET,41.952481615,-87.667838259
theft,2009,9,12,23,STREET,41.945097578,-87.745375642
battery,2009,3,31,10,ABANDONED BUILDING,41.790155745,-87.646264106
criminal damage,2004,10,4,14,GROCERY FOOD STORE,41.903775756,-87.639324074
theft,2002,8,5,4,STREET,41.756247044,-87.683008552
battery,2014,3,21,19,SIDEWALK,41.851290031,-87.638078523
criminal damage,2007,7,26,19,STREET,41.929791229,-87.687815939
criminal damage,2002,8,13,12,RESIDENCE,41.949367281,-87.720136956
criminal damage,2017,6,25,19,VEHICLE NON-COMMERCIAL,41.762820736,-87.626506105
battery,2001,11,13,19,SIDEWALK,41.868203479,-87.722653471
battery,2011,9,8,20,STREET,41.866213478,-87.722059303
theft,2013,7,30,2,STREET,41.746394535,-87.632974517
