crime_type,year,month,day,hour,location,latitude,longitude
4,2002,11,23,10,LIBRARY,41.876607964,-87.627644063
4,2017,3,7,14,SMALL RETAIL STORE,41.80960703,-87.674813888
3,2004,2,21,12,SIDEWALK,41.936580107,-87.640214452
2,2001,12,21,22,STREET,41.89011049,-87.632714316
4,2008,11,1,15,DEPARTMENT STORE,41.896010965,-87.624279065
0,2005,12,30,23,APARTMENT,41.748997945,-87.600268946
1,2005,7,30,19,STREET,41.893649131,-87.714125144
2,2002,1,11,21,STREET,41.889996763,-87.632965299
0,2008,8,30,12,STREET,41.93657219,-87.779785269
1,2008,8,14,14,STREET,41.896206666,-87.724888091
0,2002,9,27,22,VEHICLE NON-COMMERCIAL,41.920362955,-87.694352197
2,2005,4,23,16,HOTEL/MOTEL,41.982224277,-87.693594288
3,2011,5,21,16,SIDEWALK,41.734809,-87.724160551
1,2015,6,13,22,STREET,41.853965653,-87.679182227
4,2010,8,8,3,SIDEWALK,41.890824988,-87.630183362
0,2007,7,28,1,RESIDENCE,41.934483772,-87.652177898
4,2009,12,26,18,RESIDENCE,41.919308468,-87.754779927
4,2001,8,14,7,COMMERCIAL / BUSINESS OFFICE,41.847311797,-87.724790075
0,2005,1,6,3,RESIDENCE,41.764060147,-87.659683275
1,2012,5,25,14,RESIDENCE,41.863385678,-87.727526865
4,2007,11,12,18,RESIDENCE PORCH/HALLWAY,41.832278311,-87.611035696
4,2014,3,17,10,STREET,41.971552378,-87.656787951
1,2002,3,12,10,PARK PROPERTY,42.014512189,-87.678466914
4,2001,5,2,20,STREET,41.953801539,-87.70886329
2,2007,3,13,22,STREET,41.790211616,-87.645053415
1,2014,7,25,10,APARTMENT,41.899683801,-87.668967121
3,2013,10,12,11,STREET,41.710635178,-87.619885085
2,2004,7,9,9,STREET,41.800336171,-87.742303456
2,2011,12,28,20,STREET,41.804911724,-87.664863565
3,2014,1,31,19,CTA PLATFORM,41.885901992,-87.632455489
0,2012,6,24,5,RESIDENCE,41.919541685,-87.759694111
2,2008,1,16,22,STREET,41.887191291,-87.767174373
2,2002,5,7,23,STREET,41.886169843,-87.620686081
4,2006,9,20,20,STREET,41.927779262,-87.640192135
2,2008,2,1,19,STREET,41.799911401,-87.742952841
3,2015,9,4,22,SIDEWALK,41.95019594,-87.664105048
0,2013,2,1,16,ALLEY,41.837971865,-87.70973011
2,2009,11,13,22,PARKING LOT/GARAGE(NON.RESID.),41.804876524,-87.743090651
2,2008,10,31,6,STREET,41.88104652,-87.699348928
3,2010,7,25,2,OTHER,41.799058715,-87.589081404
2,2003,11,14,8,STREET,41.809135012,-87.691787056
2,2013,5,16,12,STREET,41.808017107,-87.712078435
2,2007,8,11,2,SIDEWALK,41.935372653,-87.717738775
1,2003,6,13,13,CHA PARKING LOT/GROUNDS,41.700584371,-87.56399184
2,2005,1,28,22,STREET,41.80716827,-87.743142974
0,2008,7,18,21,STREET,41.977037844,-87.689196234
0,2010,2,19,21,VEHICLE NON-COMMERCIAL,42.015198301,-87.692579475
4,2007,10,12,14,SMALL RETAIL STORE,41.762419957,-87.683180808
3,2016,10,24,18,SIDEWALK,41.876865807,-87.743409103
0,2016,2,22,8,APARTMENT,41.771695499,-87.657935406000007
0,2009,2,16,16,STREET,41.89827066,-87.715186113
3,2011,5,5,13,STREET,41.770199922,-87.644541548
0,2007,4,14,16,PARK PROPERTY,41.942842093,-87.761731154
3,2007,5,25,16,SIDEWALK,41.930164637,-87.739195527
4,2011,11,28,12,OTHER,41.745220304,-87.643005725
2,2008,4,3,23,STREET,41.744731508,-87.643868422
0,2003,1,25,23,RESIDENCE,41.811322108,-87.640733803
3,2007,12,1,14,SIDEWALK,41.972477607,-87.728145353
0,2007,5,12,18,OTHER,41.692376319,-87.68117354
4,2012,6,17,22,ALLEY,41.852180051,-87.724776967
4,2005,4,27,6,STREET,41.771628951,-87.645790993
2,2001,7,27,20,STREET,41.909671398,-87.746262936
4,2004,7,28,4,STREET,41.827277651,-87.614438098
2,2008,4,4,21,STREET,42.007407039,-87.673594671
4,2010,4,7,12,APARTMENT,41.78162664,-87.64125878
4,2004,10,21,16,STREET,41.916661615,-87.688572882
2,2007,10,9,21,STREET,41.910605703,-87.669415974
4,2002,11,22,21,OTHER,41.764686314,-87.684074304
4,2006,9,26,2,GROCERY FOOD STORE,41.864493678,-87.639158
0,2016,10,28,17,STREET,41.889981729,-87.657943188
2,2013,5,1,20,STREET,41.743503863,-87.60501807
1,2010,5,17,20,SIDEWALK,41.894553036,-87.719945341
0,2017,3,24,19,RESIDENCE,41.741769468,-87.694015341
3,2007,7,18,2,STREET,41.912641265,-87.767706357
2,2010,2,25,23,STREET,41.788358466,-87.664437865
4,2008,11,8,24,RESIDENCE,41.909854428,-87.668578786
1,2009,3,30,23,STREET,41.750224946,-87.664650661
1,2010,10,25,13,SIDEWALK,41.878856009,-87.726672071
2,2003,10,9,20,STREET,41.916395238,-87.721643126
2,2006,2,10,21,STREET,41.852004263,-87.688536253
4,2010,5,9,17,GROCERY FOOD STORE,41.942216025,-87.728968248
3,2016,3,5,13,SIDEWALK,41.748152866,-87.658526697
0,2003,9,28,16,APARTMENT,41.865620822,-87.719506076
4,2017,1,23,18,STREET,41.912676108,-87.66207967
0,2008,9,2,5,RESIDENCE-GARAGE,41.772500361,-87.73479824
1,2008,11,28,3,STREET,41.678961547,-87.637121516
4,2012,5,30,8,COMMERCIAL / BUSINESS OFFICE,41.853127184,-87.719174068
0,2003,11,18,13,STREET,42.017155674,-87.67765228
0,2007,1,8,1,STREET,41.938589826,-87.684033387
4,2005,8,13,3,SIDEWALK,41.884420883,-87.72089792
3,2004,1,8,15,SIDEWALK,41.780084938,-87.594639081
0,2001,4,13,22,STREET,41.846737865,-87.683638061
3,2016,11,8,16,ALLEY,41.990479766,-87.692779622
3,2016,5,3,22,SIDEWALK,41.793935909,-87.625680278
0,2010,10,23,19,STREET,41.800853391,-87.651401786
4,2002,4,17,23,STREET,41.945053673,-87.745376045
0,2012,6,21,7,STREET,41.970865588,-87.710987604
2,2005,7,6,22,STREET,41.768797245,-87.647236204
1,2005,5,10,14,STREET,41.884560559,-87.735953224
4,2007,10,16,12,STREET,41.916825785,-87.676383919
2,2002,7,23,1,STREET,41.917738376,-87.698607442
3,2009,10,8,1,STREET,41.753652757,-87.558114008
0,2016,2,22,19,PARKING LOT/GARAGE(NON.RESID.),41.739004946,-87.64491897
1,2006,5,4,24,APARTMENT,41.801538809,-87.616145232
2,2016,1,7,21,STREET,41.870258256,-87.742460188
4,2004,2,26,23,SMALL RETAIL STORE,41.946614037,-87.709293678
0,2013,7,1,24,RESIDENCE,41.751575306,-87.661855097
3,2011,8,15,3,STREET,41.9702081,-87.667650098
4,2007,1,1,3,OTHER,41.970666173,-87.728096309
2,2004,2,17,23,STREET,41.889629205,-87.632543289
3,2014,4,29,18,PARKING LOT/GARAGE(NON.RESID.),41.880689331,-87.728784565
3,2002,10,11,12,SIDEWALK,41.95332279,-87.755259142
4,2006,10,27,18,GROCERY FOOD STORE,41.96137851,-87.65474101
1,2014,6,13,14,STREET,41.777521134,-87.63625819
2,2002,7,19,9,STREET,41.881191799,-87.684578085
3,2001,3,22,10,STREET,41.667142977,-87.633270487
4,2011,3,10,10,HOSPITAL BUILDING/GROUNDS,41.860911204,-87.695744714
0,2004,8,5,9,STREET,41.779498076,-87.74110529
2,2001,2,28,22,STREET,41.779200304,-87.674329474
3,2015,12,15,11,HOTEL/MOTEL,41.882880585,-87.698023476
1,2003,4,21,10,RESIDENCE PORCH/HALLWAY,41.966047906,-87.661060061
1,2004,7,27,11,OTHER,41.873699424,-87.704705156
4,2002,8,3,14,SMALL RETAIL STORE,41.754592961,-87.741528537
3,2008,12,7,1,TAXICAB,41.996921876,-87.691081635
2,2002,8,9,22,STREET,41.967458424,-87.659655286
4,2006,2,9,14,RESIDENCE,41.806886042,-87.735795069
4,2010,4,14,13,STREET,41.897390314,-87.651297664
2,2004,5,14,1,STREET,41.917215931,-87.722190096
4,2016,7,6,17,RESIDENCE-GARAGE,41.93647023,-87.681908498
1,2013,2,16,18,SIDEWALK,42.019367214,-87.669963926
0,2008,8,17,21,VEHICLE NON-COMMERCIAL,41.793981982,-87.591655814
3,2013,7,10,10,DAY CARE CENTER,41.677573166,-87.659260855
2,2002,8,7,7,STREET,41.808233437,-87.696953239
0,2004,2,7,18,STREET,41.729452225,-87.642214732
1,2011,9,9,13,VEHICLE NON-COMMERCIAL,41.78627971,-87.653459282
1,2011,7,14,23,APARTMENT,41.850931768,-87.722259875
2,2005,1,11,19,RESIDENCE,41.95320104,-87.765506065
2,2007,11,12,20,STREET,41.762742518,-87.644350072
3,2012,10,16,10,STREET,41.883268747,-87.733460764
1,2010,6,6,14,CTA BUS STOP,41.883951907,-87.706205795
0,2005,4,13,21,COLLEGE/UNIVERSITY GROUNDS,41.70603236,-87.712431335
4,2003,12,11,8,RESIDENCE,41.874804308,-87.758449369
0,2006,10,8,24,STREET,41.816647898,-87.616002363
4,2007,4,10,6,GROCERY FOOD STORE,41.786552107,-87.722981621
2,2001,11,27,19,STREET,41.909491937,-87.68339521
3,2005,1,14,21,RESIDENCE,41.740255131,-87.574565769
2,2004,6,13,18,HOTEL/MOTEL,41.893346855,-87.623478469
3,2001,2,24,9,SIDEWALK,41.909904606,-87.677303538
4,2005,10,1,23,STREET,41.922770812,-87.674169659
3,2002,8,3,2,RESTAURANT,41.722344315,-87.625067053
4,2001,8,13,11,SIDEWALK,41.834116637,-87.621975693
0,2006,10,21,8,STREET,41.753076082,-87.567469931
2,2001,1,9,22,STREET,41.900622585,-87.746055641
2,2014,7,19,9,STREET,41.909965311,-87.719037334
4,2015,12,8,20,LIBRARY,41.876607964,-87.627644063
2,2002,10,3,22,STREET,41.941552883,-87.747687093
0,2001,11,20,4,STREET,41.725276398,-87.563382294
3,2008,1,4,22,STREET,41.761597096,-87.576993735
1,2008,9,17,20,STREET,41.800594881,-87.690328209
1,2013,3,20,14,TAVERN/LIQUOR STORE,41.891840918,-87.711630436
2,2004,11,5,14,STREET,41.744487237,-87.643863706
4,2016,3,14,3,PARKING LOT/GARAGE(NON.RESID.),41.967860872,-87.674146279
0,2008,11,3,18,STREET,41.681632574,-87.625568589
0,2012,11,21,3,STREET,41.929112701,-87.700008757
2,2002,8,27,21,STREET,42.009866363,-87.674165345
3,2004,5,7,4,SIDEWALK,41.952654085,-87.656035695
2,2002,8,28,21,STREET,41.917408328,-87.70596285
4,2012,11,26,11,SMALL RETAIL STORE,41.765755571,-87.576292427
4,2006,3,15,7,PARKING LOT/GARAGE(NON.RESID.),41.925246375,-87.661433463
3,2003,7,28,3,SIDEWALK,41.882380888,-87.666517086
1,2008,8,17,10,STREET,41.848707168,-87.636634704
4,2004,10,28,17,CTA BUS,41.884925455,-87.624475099
1,2003,8,4,11,STREET,42.015023337,-87.679076204
1,2001,3,21,15,SIDEWALK,41.88363249,-87.768388272
2,2009,7,7,20,STREET,41.803858917,-87.620304238
0,2011,7,17,9,ALLEY,41.866044299,-87.734220229
1,2002,1,17,13,CTA PLATFORM,41.886901317,-87.745509261
1,2004,11,22,11,STREET,41.89765683,-87.726152565
2,2013,10,15,8,STREET,41.879148115,-87.740567984
1,2013,1,29,16,APARTMENT,41.792763782,-87.76054721
3,2004,11,1,15,SIDEWALK,41.859063312,-87.707032701
2,2015,8,17,9,STREET,41.881887253,-87.739048083
1,2006,1,19,24,VEHICLE NON-COMMERCIAL,41.892324548,-87.742418463
2,2001,7,5,20,STREET,41.772377349,-87.644741875
4,2002,10,18,11,STREET,41.91098647,-87.701892642
1,2003,8,13,16,STREET,41.875163991,-87.733797258
2,2005,11,22,22,STREET,41.967191644,-87.660022128
0,2003,6,18,19,STREET,41.745571292,-87.575880993
0,2005,8,4,9,RESIDENCE,41.771420432,-87.661571183
4,2011,8,1,21,CTA TRAIN,41.877850233,-87.629290122
4,2004,2,6,17,OTHER,41.895150666,-87.648012165
3,2003,4,13,17,CTA PLATFORM,41.88033698,-87.629365643
2,2011,8,25,22,STREET,41.919898808,-87.746194922
0,2012,11,17,20,STREET,41.850053044,-87.697386768
4,2009,10,22,11,SIDEWALK,41.792863743,-87.674262877
4,2002,8,12,18,PARKING LOT/GARAGE(NON.RESID.),41.877905955,-87.64987086
0,2002,9,13,19,RESIDENCE,41.861624227,-87.721383491
2,2001,4,15,20,STREET,41.881925363,-87.692058274
1,2001,2,9,5,OTHER,41.890617159,-87.743928987
0,2005,1,15,16,RESIDENCE,41.656880565,-87.594054317
3,2012,11,3,23,SIDEWALK,41.940952796,-87.72723795
0,2007,4,9,7,PARKING LOT/GARAGE(NON.RESID.),41.895897635,-87.677715036
1,2004,10,9,14,SIDEWALK,41.7255911,-87.560795933
2,2008,1,27,16,STREET,41.801228804,-87.742981092
3,2015,10,14,20,PARK PROPERTY,41.974712279,-87.70131872
0,2009,10,25,20,APARTMENT,41.694850249,-87.627957476
1,2014,10,11,17,STREET,41.780294987,-87.684888472
1,2013,3,27,14,SIDEWALK,41.87886043,-87.726470068
1,2005,9,16,20,STREET,41.848549403,-87.626979903
4,2017,3,8,11,GOVERNMENT BUILDING/PROPERTY,41.909782596,-87.734318403
3,2009,8,16,16,SMALL RETAIL STORE,41.683508771,-87.642098898
0,2002,11,20,24,VACANT LOT/LAND,41.900040745,-87.721343753
3,2006,8,3,11,STREET,41.681382214,-87.63850848
1,2013,1,15,20,STREET,41.695245189,-87.629260335
4,2006,4,20,20,STREET,41.799860994,-87.675581167
0,2001,7,11,24,RESIDENCE,41.682644155,-87.623613599
0,2016,12,6,19,STREET,41.685591052,-87.535263257
1,2006,12,10,4,SIDEWALK,41.877283293,-87.710221997
4,2010,11,16,24,RESIDENCE,41.74986572,-87.550438162
2,2006,9,21,7,STREET,41.819740135,-87.619878618
2,2007,2,17,12,STREET,41.851311967,-87.705240064
4,2007,12,16,12,DRUG STORE,41.765755571,-87.576292427
3,2005,1,29,19,PARK PROPERTY,41.765406569,-87.696555552
0,2008,1,21,22,PARKING LOT/GARAGE(NON.RESID.),41.829658419,-87.650204535
3,2007,2,5,14,PARKING LOT/GARAGE(NON.RESID.),41.909058339,-87.792414622
1,2005,10,25,20,SIDEWALK,41.905805775,-87.726398631
2,2008,7,30,8,STREET,41.809354604,-87.691795869
4,2012,9,5,16,SMALL RETAIL STORE,41.806603358,-87.703931031
4,2006,10,18,5,STREET,41.738540825,-87.693776227
0,2017,4,11,21,TAXICAB,41.881657949,-87.630871425
4,2017,6,29,10,STREET,41.830174487,-87.678019189
3,2004,6,12,19,SIDEWALK,41.961110709,-87.714685745
4,2004,9,8,9,PARKING LOT/GARAGE(NON.RESID.),41.938572513,-87.766800977
3,2004,9,8,19,SIDEWALK,41.698800794,-87.560754143
3,2008,12,22,15,CONVENIENCE STORE,41.779671509,-87.65022937
0,2008,8,28,12,STREET,41.682485653,-87.6385442
3,2009,5,8,22,STREET,41.863376461,-87.656578591
1,2007,8,31,24,RESIDENCE PORCH/HALLWAY,41.77675506,-87.673837575
0,2007,4,27,16,VACANT LOT/LAND,41.844900307,-87.636540214
4,2008,7,3,12,RESTAURANT,41.723162201,-87.625080049
3,2004,8,17,17,STREET,41.786534536,-87.647391795
3,2009,8,20,2,STREET,41.80156088,-87.621015557
1,2009,7,16,20,ALLEY,41.998465216,-87.69967472
1,2009,10,21,23,SIDEWALK,41.809595667,-87.600869621
4,2001,7,16,12,STREET,41.988161969,-87.656612108
0,2004,9,25,12,STREET,41.956323357,-87.730926888
2,2010,6,17,20,STREET,41.808007252,-87.712793785
4,2005,11,5,21,STREET,41.702484859,-87.641481897
2,2013,1,10,14,SIDEWALK,41.924608512,-87.746313427
4,2006,1,20,14,STREET,41.982047132,-87.664911776
4,2011,3,19,23,STREET,41.939745808,-87.665019265
4,2014,6,23,20,PARKING LOT/GARAGE(NON.RESID.),41.78913051,-87.703434602
2,2017,2,5,7,STREET,41.692630608,-87.619597114
2,2016,6,14,20,SIDEWALK,41.869447309,-87.744861466
2,2006,4,15,8,SIDEWALK,41.917262274,-87.718533801
3,2013,7,22,1,SIDEWALK,41.9444636,-87.655273285
2,2008,1,28,8,STREET,41.814827685,-87.645032034
1,2010,4,18,18,STREET,41.773083097,-87.609112039
1,2004,3,15,8,OTHER,41.754542876,-87.59920533
1,2004,6,3,11,CHA PARKING LOT/GROUNDS,41.812526814,-87.608264377
4,2013,8,28,17,STREET,41.817209492,-87.644536963
0,2006,12,12,14,RESIDENCE,41.989084409,-87.692054263
2,2007,5,11,19,STREET,41.962004259,-87.654752754
1,2009,12,12,19,SIDEWALK,41.901594467,-87.725049997
3,2014,6,6,16,CTA BUS STOP,41.677968643,-87.627761152
4,2002,8,2,17,DEPARTMENT STORE,41.754592961,-87.741528537
4,2009,2,28,23,RESIDENCE,41.783087535,-87.665999603
1,2006,4,27,24,SIDEWALK,41.899557181,-87.749698209
2,2009,2,2,12,STREET,41.807337123,-87.729691098
4,2004,12,17,20,COMMERCIAL / BUSINESS OFFICE,41.997703754,-87.691533629
4,2001,12,20,17,PARKING LOT/GARAGE(NON.RESID.),41.681057434,-87.539624307
0,2004,8,28,21,PARKING LOT/GARAGE(NON.RESID.),41.881861285,-87.707302191
3,2006,10,19,18,RESTAURANT,41.916875314,-87.754974591
3,2013,12,13,8,SIDEWALK,41.78271439,-87.69647233
4,2006,3,2,11,SMALL RETAIL STORE,41.897837503,-87.624097243
1,2010,10,11,19,RESIDENCE,41.693126882,-87.635160035
2,2001,3,17,24,STREET,41.780351378,-87.664095784
3,2009,9,17,2,ALLEY,41.751328603,-87.601246566
4,2001,8,15,13,APARTMENT,41.761303849,-87.557706707
0,2012,6,22,9,RESIDENCE,41.949667224,-87.671363486
3,2010,11,5,15,RESIDENCE,42.010199888,-87.70275949
3,2012,3,16,20,SIDEWALK,41.749015615,-87.603907696
1,2006,6,9,22,STREET,41.932035479,-87.726984272
4,2010,12,17,17,SMALL RETAIL STORE,41.909664252,-87.742728815
2,2009,6,11,21,STREET,41.766274325,-87.66382789
3,2012,9,25,16,SIDEWALK,41.79458193,-87.629883118
1,2016,5,23,20,STREET,41.752785282,-87.623907915
3,2005,12,28,18,TAVERN/LIQUOR STORE,41.736821484,-87.592570331
3,2004,4,5,1,STREET,41.801996084,-87.686705254
4,2011,5,11,9,RESIDENTIAL YARD (FRONT/BACK),41.729710293,-87.661668872
2,2007,7,31,3,SIDEWALK,41.909908519,-87.724346523
2,2004,5,13,12,SIDEWALK,41.910574965,-87.671697746
4,2009,1,29,12,STREET,41.932965918,-87.727012211
3,2012,9,26,20,SIDEWALK,41.936449781,-87.788618147
4,2012,3,21,12,APARTMENT,41.759846847,-87.57003205
2,2013,10,1,8,STREET,41.878728582,-87.742764056
3,2007,7,26,1,STREET,41.802076491,-87.617874024
1,2004,6,6,21,STREET,41.838071309,-87.713398834
1,2008,4,1,21,STREET,41.756765336,-87.673316588
2,2001,3,8,10,STREET,41.971789112,-87.657844523
2,2015,3,21,12,SIDEWALK,41.869137185,-87.744856967
4,2010,10,8,11,RESIDENCE,41.718587812,-87.680762085
1,2001,9,3,16,RESIDENCE-GARAGE,41.727597621,-87.559636245
0,2005,9,20,20,STREET,41.816145737,-87.611627861
3,2013,10,23,19,OTHER,41.875800743,-87.75141986
0,2014,11,7,21,PARKING LOT/GARAGE(NON.RESID.),41.889741913,-87.765198001
3,2012,4,29,21,SIDEWALK,41.683432653,-87.638577943
2,2006,12,22,21,STREET,41.851327229,-87.704017656
1,2006,7,26,19,SIDEWALK,42.015518819,-87.684178788
2,2008,6,3,20,STREET,41.787226229,-87.698495746
3,2014,3,28,23,PARKING LOT/GARAGE(NON.RESID.),41.903039049,-87.718560065
1,2001,6,5,20,SIDEWALK,41.878236301,-87.709349822
3,2017,7,8,4,STREET,41.785085247,-87.613259639
2,2008,4,30,10,STREET,41.801154693,-87.742978105
4,2011,1,10,24,RESIDENCE,41.788274362,-87.67171376
3,2016,1,5,18,RESIDENCE PORCH/HALLWAY,41.874938499,-87.748071655
4,2008,11,21,11,"SCHOOL, PRIVATE, BUILDING",41.68995741,-87.637460623
0,2012,9,27,20,STREET,41.882140262,-87.682453298
2,2014,4,29,21,STREET,41.88104652,-87.699348928
2,2007,5,3,2,STREET,41.916944946,-87.74491398
