delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
60,2,17,6,15,12,MCO,JFK,944,DL
15,10,5,5,13,12,LAX,SJC,308,WN
0,11,29,4,14,13,SLC,LAX,590,OO
0,4,15,7,12,11,CVG,DTW,229,9E
0,11,27,2,19,18,AUS,DFW,190,AA
0,6,14,4,9,7,MCO,JFK,944,B6
30,12,26,3,13,11,MSP,ABQ,981,NW
0,1,3,3,20,18,LGA,CLT,544,US
0,9,5,3,14,13,EWR,BUF,282,XE
0,6,18,1,16,15,SAT,DFW,247,AA
0,7,13,5,23,18,LAS,MDW,1521,WN
60,12,22,6,14,13,SGU,SLC,269,OO
150,3,21,3,22,20,LAS,SFO,414,US
15,7,31,2,13,12,IAD,LGA,229,YV
15,1,22,1,11,9,SAN,PHX,304,US
15,1,5,5,15,14,SAV,ORD,773,YV
15,8,31,5,17,15,DTW,BWI,408,NW
0,12,14,5,9,8,LAX,FAT,209,OO
0,3,11,7,11,9,SMF,ONT,389,WN
30,6,20,3,19,18,XNA,DFW,281,AA
0,5,26,6,11,9,BOS,ORD,867,UA
0,11,25,7,21,18,SEA,LAX,954,UA
0,3,9,5,16,13,IAH,CLE,1091,CO
15,6,20,3,13,11,RNO,PHX,601,WN
0,8,21,2,6,21,LAX,BOS,2611,DL
15,2,22,4,17,16,DCA,ORD,612,UA
0,3,22,4,15,12,JFK,MIA,1090,AA
45,2,26,1,10,9,DFW,BHM,597,AA
30,5,11,5,21,21,ATL,LIT,453,DL
30,1,20,6,10,7,ORD,BDL,783,UA
0,2,28,3,12,11,YUM,PHX,160,YV
15,9,23,7,15,14,DFW,SAT,247,AA
0,9,12,3,13,12,HNL,LIH,102,HA
15,10,23,2,17,16,ORF,IAD,157,YV
15,3,16,5,12,10,DEN,CID,692,OO
0,1,19,5,23,21,DEN,OKC,495,UA
75,5,19,6,6,22,LAS,CLT,1916,US
0,3,11,7,20,18,TPA,MSP,1307,NW
90,5,10,4,23,19,STL,MCO,880,WN
75,7,1,7,1,21,DFW,PHL,1302,AA
0,10,2,2,9,7,ORD,CMH,296,UA
15,11,13,2,20,18,CAE,LGA,617,EV
0,11,9,5,5,22,OGG,LAX,2486,DL
0,10,7,7,19,16,ORD,ABE,654,YV
30,4,22,7,23,21,CLT,BOS,728,US
0,11,10,6,12,10,ATL,FNT,644,EV
0,9,28,5,18,17,TLH,MEM,458,9E
135,11,18,7,17,16,LAX,SFO,337,WN
0,6,21,4,18,13,FAT,DFW,1313,AA
45,4,3,2,20,19,HOU,DAL,239,WN
0,12,16,7,15,12,STL,LGA,887,AA
0,8,28,2,20,18,BUF,ATL,712,FL
15,1,6,6,20,20,IND,DEN,977,F9
15,11,22,4,14,12,CVG,LAX,1900,DL
0,12,7,5,22,20,DFW,PHX,868,AA
0,2,18,7,16,15,IAH,CRP,201,XE
0,4,22,7,18,15,SEA,FAI,1533,AS
15,3,7,3,19,18,GSP,ORD,577,MQ
60,6,8,5,15,13,ATL,MIA,595,DL
105,7,21,6,16,14,GSO,EWR,446,XE
180,5,24,4,20,19,CID,ORD,196,MQ
0,12,23,7,8,7,PIT,PHL,267,US
15,12,9,7,15,14,MEM,MSY,349,NW
0,4,3,2,15,14,IAH,LAS,1222,CO
0,10,5,5,12,9,DTW,PBI,1087,NW
0,10,30,2,22,21,HNL,KOA,163,YV
0,11,28,3,17,16,DFW,SAN,1171,AA
0,9,12,3,19,18,CHS,ATL,259,DL
0,3,13,2,12,10,SFO,SAN,447,UA
0,6,19,2,7,6,CID,DEN,692,OO
15,10,9,2,22,19,ORD,SMF,1781,UA
0,3,7,3,22,14,HNL,PDX,2603,HA
75,5,25,5,13,11,FLL,CLT,631,US
240,1,13,6,21,19,MCO,PHL,861,US
45,4,5,4,16,14,BWI,CLT,361,US
15,2,20,2,19,17,DEN,PHX,602,F9
135,8,10,5,22,17,AUS,JFK,1522,B6
15,8,8,3,12,11,CVG,GSO,330,OH
0,1,27,6,14,13,IAH,PNS,489,XE
0,10,8,1,8,7,DEN,LAX,862,F9
15,2,2,5,16,14,ONT,SJC,333,WN
150,8,17,5,18,17,BOS,DCA,399,MQ
0,10,18,4,16,13,DEN,DFW,641,UA
15,5,16,3,20,19,SLC,DEN,391,DL
0,3,6,2,14,13,LAX,SMF,373,OO
0,8,30,4,16,13,PDX,SAN,933,AS
0,10,3,3,18,16,LGA,DTW,501,MQ
0,4,25,3,12,11,MSP,BIL,748,NW
15,5,19,6,13,9,PHL,SJU,1576,US
0,6,1,5,12,11,ONT,LAX,47,OO
0,12,26,3,12,10,ATL,GRK,803,EV
0,12,12,3,14,13,MRY,ONT,296,XE
45,5,11,5,12,11,SFO,MRY,77,OO
210,6,29,5,15,12,MCI,IAD,926,YV
0,6,21,4,14,11,ATL,HPN,780,EV
0,5,7,1,20,18,MIA,ORD,1197,AA
0,6,9,6,9,7,ATL,MIA,595,DL
15,12,13,4,17,14,SNA,SEA,978,AS
0,6,16,6,19,18,ATL,BTR,449,EV
15,9,21,5,19,17,MIA,ATL,595,FL
0,3,25,7,17,14,BNA,BWI,588,WN
0,2,6,2,17,14,MEM,DCA,762,NW
30,9,16,7,17,15,ATL,GNV,300,EV
0,3,12,1,13,12,ACT,DFW,89,MQ
0,9,7,5,17,16,SBA,LAX,89,OO
0,12,14,5,21,19,DEN,LAX,862,UA
0,11,16,5,21,20,DFW,PHX,868,US
0,8,19,7,13,11,PHX,SLC,507,OO
15,5,14,1,11,10,ATL,OAJ,399,EV
150,6,27,3,19,17,MOB,DFW,540,MQ
165,8,9,4,18,16,DCA,BOS,399,US
0,1,10,3,20,20,ATL,BNA,214,DL
0,6,1,5,9,8,SBN,DTW,157,9E
0,6,7,4,22,21,CLT,STL,575,YV
0,7,26,4,9,8,MCO,MDW,989,FL
15,11,23,5,9,7,CAK,RSW,991,FL
0,12,27,4,8,8,HNL,KOA,163,AQ
45,4,16,1,13,10,EWR,MIA,1086,AA
0,10,1,1,12,10,OAK,SLC,588,OO
0,2,19,1,19,18,BWI,MDW,611,WN
15,8,19,7,22,19,SEA,LAX,954,AS
60,9,27,4,20,18,MSP,PHX,1276,US
15,1,22,1,10,9,CLT,JAX,329,US
0,7,7,6,14,13,ATL,MCI,692,OO
0,2,28,3,19,17,DFW,ORD,802,AA
0,7,24,2,14,13,MRY,ONT,296,XE
0,11,27,2,10,8,DTW,PHX,1671,US
0,4,30,1,8,7,CLT,MDW,584,FL
0,10,24,3,8,7,CMH,ATL,446,DL
60,3,22,4,21,19,PHX,RNO,601,US
30,3,26,1,14,11,MSY,DCA,969,US
30,8,17,5,20,17,SEA,PHX,1107,US
15,5,14,1,20,20,ATL,BTR,449,EV
0,9,17,1,17,16,PHL,RIC,198,US
60,7,5,4,15,10,SLC,DTW,1481,DL
0,11,2,5,19,18,STL,MDW,251,WN
15,8,29,3,17,16,DFW,ABI,158,MQ
0,3,23,5,11,10,CVG,LAN,258,OH
0,4,13,5,15,12,SEA,SNA,978,AS
0,8,14,2,15,13,MKE,DTW,238,NW
0,4,23,1,14,6,OAK,ATL,2130,DL
15,5,26,6,14,13,SYR,ORD,607,MQ
30,12,28,5,21,16,PHX,ATL,1587,DL
30,12,31,1,23,22,LAX,LAS,236,UA
0,4,20,5,6,5,BIS,MSP,386,NW
15,5,18,5,9,7,DCA,PHX,1979,US
195,4,3,2,15,12,RSW,MSP,1416,NW
0,12,19,3,13,11,ATL,MSP,906,DL
45,3,8,4,18,16,JFK,CMH,483,B6
0,7,19,4,11,11,COS,DEN,72,OO
0,7,15,7,18,14,IAH,DCA,1208,CO
0,8,16,4,14,10,TUS,DFW,813,AA
0,1,26,5,13,11,PBI,CLT,590,US
30,5,20,7,0,21,LAS,SEA,866,AS
15,8,23,4,20,19,DTW,DCA,405,NW
15,4,4,3,18,16,ORD,CVG,264,OH
0,1,22,1,10,8,TPA,IND,838,FL
0,10,21,7,9,6,SAN,GEG,1027,XE
15,2,1,4,23,21,ATL,PHX,1587,DL
0,4,16,1,14,11,BDL,RSW,1180,DL
105,1,21,7,21,18,MDW,ALB,717,WN
60,6,28,4,18,17,ALB,ORD,723,UA
0,4,4,3,15,14,SMF,LAS,397,WN
0,2,4,7,20,18,MCO,DCA,759,US
15,4,27,5,23,22,BOS,BWI,370,FL
15,10,21,7,17,16,SLC,PHX,507,US
0,4,9,1,10,9,SNA,PHX,338,WN
15,1,18,4,20,16,BMI,MCO,936,FL
0,9,11,2,17,16,BWI,BDL,283,WN
45,7,26,4,21,14,PHX,DCA,1979,US
0,2,20,2,23,19,JFK,LAS,2248,US
105,12,5,3,14,9,SMF,OKC,1342,XE
0,8,11,6,13,10,MSP,BWI,936,NW
75,12,23,7,21,21,ORD,MKE,67,MQ
0,3,9,5,13,11,ATL,FLL,581,FL
0,2,19,1,12,10,MCO,BWI,787,WN
0,7,22,7,23,18,SAN,MCI,1333,WN
75,6,29,5,20,19,EWR,BWI,169,XE
120,6,25,1,17,15,RIC,ATL,481,FL
30,12,31,1,15,13,LAS,TUS,365,WN
30,8,11,6,16,13,JNU,SEA,909,AS
0,4,15,7,18,16,PHX,SJC,621,US
15,9,17,1,7,6,ABQ,SFO,896,OO
15,2,1,4,21,19,FLL,BWI,925,FL
45,11,6,2,16,15,PHL,MHT,290,WN
0,5,5,6,15,14,BWI,PIT,210,WN
15,11,5,1,9,8,DCA,LGA,214,MQ
0,10,20,6,18,17,OMA,PHX,1037,US
30,5,12,6,20,16,SHV,DTW,886,9E
15,5,29,2,12,6,SFO,ORD,1846,AA
75,1,12,5,22,20,SEA,SJC,697,AS
0,8,2,4,13,11,DFW,MSP,852,AA
0,5,6,7,10,8,RDU,MSP,981,NW
180,11,20,2,17,16,EWR,ALB,143,XE
0,8,11,6,7,6,CLT,BWI,361,FL
0,8,2,4,16,13,SFO,COS,963,OO
0,6,3,7,13,11,MSP,DFW,852,NW
15,10,17,3,21,19,SEA,LAS,866,AS
0,7,9,1,11,8,MCO,SJU,1189,AA
0,2,16,5,16,15,IAH,DFW,224,CO
0,8,20,1,9,9,CVG,ATW,411,EV
30,8,22,3,21,19,CVG,PVD,722,OH
45,4,6,5,17,9,LAX,JFK,2475,UA
60,7,30,1,18,17,GSP,DFW,862,MQ
15,7,14,6,11,10,TUS,LAX,451,OO
0,12,16,7,15,14,ONT,OAK,361,WN
45,1,17,3,12,11,FLL,ATL,581,DL
15,2,12,1,13,12,BWI,ISP,220,WN
15,8,27,1,9,8,SLC,SUN,223,OO
90,12,20,4,20,17,ORD,CVG,264,OO
30,8,6,1,20,18,BNA,SAT,822,WN
0,2,15,4,10,8,MCO,BWI,787,FL
0,1,22,1,14,13,LGB,LAS,231,B6
30,11,24,6,13,11,DFW,AMA,313,MQ
0,1,23,2,13,12,DTW,MBS,98,9E
0,12,27,4,14,12,ROC,LAS,2041,FL
75,8,1,3,23,22,MIA,MSY,674,AA
0,12,26,3,8,6,GTR,ATL,241,EV
0,5,4,5,14,10,MCI,EWR,1092,XE
15,10,16,2,10,9,SFO,PHX,651,US
30,6,11,1,22,19,ORD,CLE,316,XE
45,1,23,2,15,13,JAX,LGA,834,MQ
0,11,26,1,9,8,SFO,SNA,372,OO
15,6,17,7,22,20,MIA,LAS,2175,US
0,11,4,7,0,21,BNA,BWI,588,WN
0,3,14,3,8,6,LGA,MEM,963,NW
0,12,15,6,8,6,JAN,ATL,341,EV
45,4,24,2,21,15,PHX,ATL,1587,DL
0,11,25,7,18,15,FLL,EWR,1065,CO
15,6,9,6,14,12,RNO,PHX,601,US
0,11,3,6,19,18,ATL,SAN,1891,FL
0,8,27,1,17,14,MDW,BWI,611,WN
30,2,23,5,14,13,BOS,BGR,201,OH
15,3,25,7,8,6,BDL,CLT,644,US
0,3,6,2,13,11,PSP,PHX,261,YV
0,7,22,7,10,8,TPA,MDW,997,WN
0,8,7,2,15,14,SJC,ONT,333,WN
0,11,14,3,10,8,FLL,IAH,965,CO
0,11,29,4,13,11,LAS,FAT,258,US
0,6,21,4,19,18,MSP,OMA,282,NW
75,8,16,4,15,14,DTW,AVP,398,9E
0,8,12,7,23,22,MSP,MOT,449,NW
15,11,12,1,21,19,DTW,SAN,1957,NW
0,12,28,5,19,17,RDU,MIA,700,AA
75,7,23,1,20,18,PHX,ELP,347,YV
30,6,27,3,14,12,EWR,RIC,278,XE
30,4,22,7,16,11,LAS,MDW,1521,WN
0,8,21,2,22,21,PDX,GEG,279,WN
30,1,7,7,19,11,SAN,PHL,2369,US
0,9,1,6,8,7,PHX,LAX,370,WN
30,12,23,7,15,14,FAT,LAS,258,US
60,9,6,4,10,9,PHX,SAN,304,YV
45,2,26,1,20,18,SAT,ORD,1041,AA
75,1,15,1,13,12,LBB,DFW,282,MQ
15,2,4,7,18,16,LGA,CLT,544,US
0,6,28,4,8,6,ABE,CVG,503,OH
0,4,23,1,18,15,LAX,SEA,954,AS
15,3,13,2,13,10,MCO,PVD,1073,WN
0,10,27,6,20,19,OGG,KOA,84,NW
0,4,14,6,16,14,SFO,PSP,421,AS
0,5,1,2,17,15,DCA,PBI,857,US
0,7,10,2,7,7,SLC,PHX,507,US
0,2,16,5,10,7,PDX,SLC,630,OO
0,7,6,5,20,18,ATL,EWR,745,EV
0,9,30,7,22,19,JFK,PHX,2153,B6
15,10,16,2,18,17,LAX,SFO,337,UA
120,10,12,5,13,11,DEN,SFO,967,UA
15,1,12,5,9,8,HLN,SLC,402,OO
60,8,28,2,23,21,MSP,LAS,1300,NW
0,5,24,4,11,9,ATL,LAS,1747,FL
15,3,25,7,21,20,OAK,SNA,371,WN
0,11,25,7,13,12,PHL,PVD,238,WN
120,4,21,6,8,7,BTR,IAH,253,XE
0,7,22,7,18,16,STL,DTW,440,WN
0,6,4,1,9,8,SJC,LAS,386,WN
0,7,22,7,23,22,LAX,SMX,135,OO
45,12,16,7,10,9,MKE,ORD,67,OO
0,8,16,4,18,16,PHX,LAX,370,US
0,10,8,1,9,8,SLC,PIH,150,OO
90,11,19,1,20,17,ORD,SEA,1721,AS
105,3,14,3,17,16,DCA,PIT,205,US
45,5,13,7,11,9,DTW,MYR,636,NW
0,8,14,2,20,19,ONT,PHX,325,WN
30,9,13,4,6,23,ONT,ATL,1900,DL
15,7,28,6,14,13,MRY,SAN,376,XE
75,5,31,4,17,16,BNA,BHM,177,WN
60,7,28,6,11,9,PHL,CVG,507,OH
15,8,6,1,14,14,TVC,ORD,224,MQ
30,6,22,5,17,14,ORD,LGA,733,UA
0,10,30,2,9,7,ATL,LGA,761,DL
0,3,7,3,19,18,SBN,DTW,157,9E
0,2,7,3,15,12,MIA,MSP,1501,NW
0,8,29,3,16,14,MKE,MSP,297,NW
15,5,19,6,20,13,PHX,CLT,1774,US
0,6,13,3,12,11,COS,SMF,911,XE
15,6,17,7,23,21,ATL,FLL,581,FL
15,9,21,5,20,19,DTW,STL,440,WN
0,8,22,3,16,15,DFW,LRD,394,MQ
15,2,11,7,19,13,PHX,TPA,1788,US
0,12,14,5,13,12,HRL,HOU,276,WN
15,11,25,7,9,7,PHF,ATL,508,DL
0,4,14,6,14,13,ORD,GRB,174,OO
15,12,6,4,9,7,ATL,BDL,859,DL
30,8,27,1,17,16,MSP,DEN,680,NW
30,12,11,2,12,11,ANC,OME,539,AS
15,3,29,4,17,16,DSM,ORD,299,OO
45,2,5,1,15,12,BNA,EWR,748,XE
0,4,27,5,19,18,HOU,SAT,192,WN
0,4,18,3,15,15,DEN,TUS,639,OO
30,1,21,7,12,11,GRR,DTW,120,9E
0,6,21,4,21,20,BWI,DTW,408,NW
0,9,16,7,9,6,JFK,MCO,944,B6
0,12,26,3,16,16,CLE,MKE,328,XE
45,12,9,7,16,14,DEN,PHX,602,UA
15,9,6,4,20,15,LAS,MCI,1140,WN
0,6,17,7,15,14,BWI,PVD,328,WN
150,6,20,3,18,17,DEN,LAX,862,UA
0,1,27,6,17,15,ORD,DEN,888,AA
0,1,2,2,10,7,MCI,ATL,692,DL
0,9,11,2,14,10,SAT,CVG,1024,OH
45,12,22,6,22,21,ATL,STL,483,DL
0,12,18,2,10,9,DTW,DEN,1123,NW
45,9,17,1,19,17,ORD,PHX,1440,UA
0,5,2,3,18,14,ORD,JFK,740,OH
0,6,15,5,18,15,LAS,GEG,806,WN
30,7,21,6,17,15,RDU,PHL,336,WN
90,9,28,5,16,13,BOS,MIA,1258,AA
0,2,15,4,14,11,PIT,FLL,994,US
15,10,14,7,22,19,SEA,SNA,978,AS
0,5,8,2,16,15,DFW,TUL,237,MQ
0,11,9,5,12,6,SFO,ORD,1846,AA
120,6,19,2,22,18,ATL,SJU,1547,DL
15,6,25,1,5,22,LAS,ATL,1747,US
0,5,22,2,14,6,LAX,PHL,2401,US
15,3,1,4,11,10,SDF,DFW,733,MQ
75,3,27,2,20,19,DTW,FWA,128,9E
0,11,2,5,17,15,MIA,LAS,2175,AA
30,10,13,6,13,10,SEA,SLC,689,OO
15,2,21,3,13,12,DBQ,ORD,147,MQ
0,12,10,1,15,13,MSP,DTW,528,NW
0,2,28,3,15,14,TUS,LAX,451,WN
0,4,30,1,18,16,STL,ORD,258,AA
15,7,15,7,19,18,DAY,DTW,166,9E
0,4,26,4,12,11,DFW,SPS,113,MQ
0,8,1,3,9,6,DFW,DTW,987,NW
45,1,19,5,12,11,SLC,SGU,269,OO
45,6,13,3,14,13,DCA,LGA,214,DL
15,4,9,1,18,17,LGA,BOS,185,US
0,10,29,1,10,9,CLT,ATL,227,YV
15,9,21,5,15,13,SJC,LAS,386,US
90,5,13,7,20,17,TPA,EWR,998,CO
15,1,8,1,20,14,PHX,DTW,1671,NW
30,2,19,1,17,16,RIC,LGA,292,OH
0,11,20,2,11,9,LGA,ORD,733,AA
0,2,10,6,10,9,IAH,ELP,667,XE
0,4,10,2,13,11,LGA,CLT,544,MQ
0,3,19,1,18,17,SGF,DEN,637,OO
0,8,22,3,15,7,PDX,EWR,2433,CO
15,3,20,2,21,20,BUF,BWI,281,WN
0,1,9,2,15,14,IAD,CLE,288,XE
0,11,18,7,13,11,AUS,MCI,650,OO
15,10,25,4,19,16,ORD,CLT,599,MQ
0,10,21,7,22,22,ATL,MEM,332,DL
90,7,27,5,16,15,DFW,BTR,383,MQ
15,8,15,3,15,14,BWI,JFK,184,OH
135,4,4,3,23,21,ORD,DTW,235,UA
0,12,9,7,19,16,ATL,PHX,1587,DL
0,10,9,2,14,12,TPA,JFK,1005,DL
0,10,24,3,15,13,PHL,ORD,678,US
0,10,12,5,18,17,ORD,ATW,160,OO
0,7,13,5,19,16,IAD,SFO,2419,UA
15,11,16,5,23,22,CLT,BDL,644,US
0,2,19,1,16,14,DCA,JAX,634,US
0,4,1,7,12,11,RDU,BNA,443,WN
0,7,3,2,12,9,SMF,HNL,2462,HA
0,7,23,1,15,8,PHX,PHL,2075,WN
0,5,11,5,23,20,DEN,MCI,533,UA
30,8,28,2,6,22,LAX,MCO,2217,DL
0,4,10,2,18,17,DTW,MEM,610,NW
105,7,9,1,10,8,CLT,IAD,321,YV
0,9,5,3,17,16,ATL,ABY,146,EV
135,11,20,2,22,19,DEN,MKE,895,OO
60,3,5,1,20,18,JAX,JFK,829,B6
0,9,2,7,22,20,IAD,BOS,413,B6
0,10,8,1,20,19,SAN,SJC,417,WN
0,2,23,5,10,8,MCO,CLE,895,CO
0,3,18,7,10,6,MFE,ATL,974,EV
165,8,12,7,20,12,LAX,CVG,1900,DL
0,9,11,2,14,12,MCO,IAD,758,B6
0,6,10,7,20,16,HOU,FLL,957,WN
15,11,25,7,19,18,ATL,DEN,1199,DL
30,1,17,3,18,17,IAH,ELP,667,CO
45,5,31,4,17,15,ATL,MYR,317,EV
0,2,20,2,20,19,DEN,SLC,391,WN
0,3,23,5,11,7,OAK,ABQ,889,WN
0,12,3,1,16,15,CLE,SYR,317,XE
15,8,5,7,10,9,SFO,LAX,337,AA
0,12,8,6,22,21,PHX,MFR,854,YV
15,8,18,6,17,14,JFK,RSW,1074,B6
0,12,31,1,14,11,PDX,PHX,1009,WN
0,12,12,3,21,20,ORD,CWA,213,OO
15,1,20,6,17,15,PIT,DFW,1068,MQ
0,3,26,1,17,16,LAX,SAN,109,MQ
15,3,22,4,17,15,ABQ,LBB,289,WN
0,2,25,7,16,16,SAN,LAX,109,OO
0,10,1,1,7,6,BTV,JFK,267,B6
0,3,21,3,18,16,LGA,CLT,544,US
45,12,24,1,17,15,PDX,LAX,834,UA
0,5,23,3,22,21,LAX,SMF,373,WN
0,6,14,4,17,16,IAD,BHM,638,YV
0,2,25,7,19,18,TPA,IAH,787,CO
60,4,10,2,13,12,CAK,ORD,344,YV
15,1,11,4,16,15,DTW,MSY,926,NW
60,8,6,1,22,21,ATL,MKE,669,FL
0,10,8,1,23,22,LAX,LAS,236,UA
60,3,1,4,21,21,DTW,DAY,166,9E
0,4,1,7,19,17,ORD,SNA,1726,UA
0,9,5,3,11,8,LGA,CHS,641,OH
15,7,19,4,13,11,SAN,SMF,480,WN
75,3,22,4,10,10,DTW,ORD,235,AA
0,7,3,2,8,6,SEA,LAX,954,AS
15,11,16,5,19,17,SEA,LAS,866,AS
15,1,29,1,13,12,LGA,IAD,229,YV
15,1,28,7,10,9,MEM,FSM,249,9E
0,2,8,4,18,16,AUS,DEN,775,UA
15,9,17,1,16,15,IND,DEN,977,F9
30,7,17,2,21,18,MCO,JFK,944,B6
15,10,15,1,16,14,BOS,BWI,370,OH
0,10,18,4,7,7,CRW,CVG,173,EV
0,9,13,4,11,10,SLC,TWF,175,OO
0,11,15,4,15,14,MEM,STL,256,9E
45,1,28,7,17,16,HPN,ORD,738,MQ
0,8,14,2,17,15,ABQ,SFO,896,OO
0,11,15,4,6,23,HNL,SFO,2398,UA
120,8,24,5,15,14,PHX,TUS,110,YV
0,2,26,1,23,20,MIA,IAD,921,AA
30,8,19,7,15,14,SLC,OAK,588,OO
0,12,22,6,18,17,LIH,HNL,102,AQ
0,1,2,2,19,19,DTW,ORD,235,NW
150,7,10,2,17,15,EWR,CLE,404,CO
0,9,20,4,16,15,BWI,RDU,255,WN
0,2,25,7,11,9,CLT,PBI,590,US
0,1,30,2,10,9,JFK,SYR,209,B6
15,1,1,1,19,17,IAH,COS,809,XE
0,6,18,1,18,18,SAN,LAX,109,OO
135,4,26,4,20,18,JFK,BUF,301,OH
0,7,17,2,22,13,SFO,JFK,2586,UA
150,10,19,5,9,8,DFW,SAT,247,AA
0,10,11,4,15,12,PBI,BDL,1133,DL
0,10,25,4,6,5,DLH,MSP,144,NW
15,2,11,7,19,17,MSP,SFO,1589,NW
0,3,31,6,9,6,ORD,EWR,719,AA
15,6,22,5,15,15,SFO,MRY,77,OO
0,9,3,1,16,15,CLE,ROC,245,XE
15,6,24,7,22,20,JFK,DCA,213,OH
15,1,19,5,20,19,CMH,BNA,338,WN
30,12,16,7,0,20,EWR,MIA,1086,CO
0,4,24,2,18,17,IAD,BDL,326,UA
0,8,19,7,19,17,ATL,TPA,406,DL
0,9,30,7,15,14,SLC,ONT,558,OO
0,1,26,5,20,15,DEN,CLT,1337,US
0,11,25,7,9,6,HOU,MCO,848,WN
0,2,27,2,6,6,MLI,ORD,139,MQ
0,5,6,7,18,16,ATL,IAH,689,CO
30,10,5,5,16,13,BOS,DEN,1754,UA
0,11,29,4,21,18,DEN,ORD,888,UA
0,3,10,6,10,9,ATL,MCI,692,DL
150,1,6,6,19,17,ORD,DFW,802,AA
30,2,25,7,8,7,PHL,BOS,280,US
0,6,9,6,19,17,DTW,EWR,487,XE
0,2,23,5,10,8,TPA,BWI,842,FL
0,9,26,3,9,8,SLC,SUN,223,OO
0,5,2,3,14,14,GSP,ATL,153,DL
15,9,25,2,11,10,ATL,SDF,321,EV
0,10,4,4,17,14,BNA,MCO,616,WN
30,7,5,4,22,19,BNA,CLE,448,WN
0,7,31,2,18,16,KTN,SEA,680,AS
210,12,27,4,19,17,DEN,PDX,992,AS
0,2,9,5,19,18,DFW,AMA,313,MQ
45,9,26,3,22,19,PHX,SEA,1107,US
0,5,29,2,10,7,ATW,ATL,765,EV
15,6,27,3,8,6,IND,EWR,644,XE
0,5,21,1,10,9,LAX,OAK,337,OO
0,9,13,4,13,9,SLC,STL,1156,OO
0,5,4,5,14,11,SEA,DEN,1024,UA
15,2,2,5,9,8,DFW,LAS,1055,AA
0,3,26,1,18,10,LAX,MCO,2217,UA
45,3,20,2,16,14,IAD,EWR,213,XE
30,12,22,6,22,20,CVG,PDX,1975,DL
15,9,8,6,16,15,ATL,RDU,356,DL
30,2,22,4,22,20,PDX,LAS,762,AS
75,10,6,6,12,9,BZN,MSP,874,NW
0,10,31,3,6,6,DAY,ORD,240,MQ
0,10,5,5,12,11,MSP,DLH,144,9E
0,8,24,5,15,13,SFO,LAX,337,AA
105,3,18,7,20,19,CLT,ATL,227,FL
0,11,11,7,20,18,LGA,MSP,1020,AA
105,2,15,4,20,17,MSN,DTW,312,NW
15,2,25,7,10,8,BTR,ATL,449,EV
75,5,23,3,22,18,MSP,ATL,906,FL
0,5,10,4,21,20,KOA,HNL,163,YV
15,6,16,6,17,16,BDL,ORD,783,MQ
0,8,28,2,8,6,FLL,ATL,581,FL
15,3,1,4,8,6,ORD,AZO,122,OO
15,6,25,1,14,13,TPA,MIA,204,AA
0,5,25,5,13,12,IND,DEN,977,F9
0,3,21,3,15,12,MDW,BWI,611,WN
75,8,17,5,12,10,RDU,LGA,431,MQ
15,7,11,3,12,11,IAH,SAT,191,CO
0,6,21,4,12,12,IND,MSP,503,NW
15,12,21,5,9,8,LAS,LAX,236,WN
0,6,12,2,18,17,MRY,LAX,267,OO
15,6,28,4,16,14,DCA,IAH,1208,CO
0,1,31,3,17,16,RDD,SFO,199,OO
15,3,4,7,16,13,FLL,DTW,1127,NW
75,11,20,2,21,19,SFO,SNA,372,UA
30,1,12,5,10,10,MKE,ORD,67,MQ
45,8,26,7,20,19,DAL,HOU,239,WN
45,7,18,3,10,9,CVG,DSM,505,OH
0,8,28,2,12,10,BWI,BOS,370,OH
45,4,1,7,17,13,MSP,FLL,1487,NW
0,7,21,6,15,7,HNL,LAX,2556,AA
45,2,28,3,23,19,EWR,PHX,2133,CO
0,7,19,4,21,19,MEM,MSP,700,NW
15,7,10,2,10,8,BOS,RDU,612,MQ
0,9,24,1,15,13,BOS,MSP,1124,NW
0,8,4,6,19,17,BDL,RDU,532,MQ
15,8,11,6,12,9,SMF,HNL,2462,HA
0,7,19,4,7,6,DTW,DEN,1123,F9
0,7,24,2,13,12,SBA,LAX,89,MQ
0,1,24,3,9,7,MIA,CVG,948,DL
75,12,23,7,16,15,CVG,LGA,585,DL
0,6,24,7,0,22,LAS,TUS,365,YV
30,11,21,3,19,17,DTW,GSP,508,9E
0,8,31,5,16,9,PHX,CMH,1671,US
0,8,9,4,18,17,ATL,LAX,1946,FL
15,3,29,4,12,11,ORD,CMI,135,MQ
0,5,6,7,23,21,DTW,BWI,408,NW
0,10,3,3,10,7,COS,ORD,911,MQ
15,9,10,1,12,11,OMA,MEM,538,9E
0,2,8,4,17,14,CVG,BOS,752,DL
0,6,11,1,9,8,SLC,SFO,599,OO
0,12,12,3,22,20,DEN,PSP,776,OO
0,4,18,3,8,6,RSW,CLT,600,US
0,12,2,7,12,11,ABQ,LAX,677,OO
0,9,5,3,22,21,MSP,SGF,528,9E
15,4,13,5,22,21,LAS,LAX,236,EV
0,9,7,5,9,9,CVG,PHX,1569,DL
0,7,9,1,9,9,ATL,PNS,272,FL
0,1,24,3,9,6,DEN,STL,770,F9
15,8,10,5,15,12,BHM,CLT,351,YV
45,9,27,4,21,18,MDW,ATL,590,EV
0,7,1,7,8,6,MOB,DFW,540,MQ
0,12,24,1,13,9,BOS,FLL,1237,B6
15,1,14,7,17,16,MSP,ORD,334,UA
