fgm,period,shot_clock,dribbles,touch_time,shot_dist,pts_type,close_def_dist,shooter_height,defender_height,player_name
1,1,23,0,2,1,2,2.2,83,85,deandre jordan
0,4,1.8,0,0.8,25,3,7,83,82,channing frye
0,1,6.8,2,2.1,14,2,4.3,75,78,monta ellis
0,3,9.8,2,2.8,7.1,2,2.7,81,80,chris copeland
1,4,14.4,0,0.6,2.8,2,3.1,71,75,shane larkin
1,1,16.9,9,7.8,17.4,2,3.7,79,85,evan turner
0,4,16.5,3,6.5,12,2,2.3,75,83,derrick rose
0,3,2.1,2,2.4,25.2,3,2.8,77,79,james harden
0,2,0.7,0,1.3,28.6,3,4.4,81,75,Al-Farouq Aminu
0,4,16.5,0,0.7,22.6,3,5.5,75,78,ray mccallum
1,2,5.2,2,1.8,7.1,2,5.2,71,75,shane larkin
1,2,11,4,3.6,24.4,3,5.3,71,75,shane larkin
0,1,8.2,0,0.8,24.7,3,5.1,79,80,chase budinger
0,3,10,1,1.6,6.6,2,2.3,85,86,pau gasol
0,4,7.1,1,3,21.7,2,3.3,76,80,dwyane wade
0,2,19.9,1,1.4,25,3,5.6,79,80,terrence ross
0,3,1,3,3.8,23.4,3,1.4,73,77,D.J. Augustin
1,1,12.5,0,1.2,14.8,2,6.4,85,83,pau gasol
1,2,14.7,0,1,22.9,3,6.5,81,82,marcus morris
1,3,15,3,7,9.3,2,3.3,81,85,tobias harris
0,4,7.5,0,0.7,25.7,3,4.4,78,73,vince carter
1,2,10.1,1,2.3,6.6,2,2.4,80,81,dante cunningham
0,2,4.5,0,0.9,24.6,3,4.7,80,82,luc mbah a moute
1,4,9.2,0,0.6,2.5,2,3.5,80,71,brandon bass
1,1,24,1,0.3,1.5,2,2.2,75,80,damian lillard
1,2,8.7,1,1.2,2.3,2,7.2,74,81,jeff teague
1,3,9.7,1,2.6,0.8,2,3.1,76,81,jrue holiday
0,5,12.6,2,2.8,22.3,3,4.4,73,75,kyle lowry
0,2,10,3,4.6,8.3,2,3.5,86,85,roy hibbert
1,3,6.2,2,2.3,4.1,2,0.1,85,81,marc gasol
0,4,24,0,0.8,1.2,2,2.2,83,81,andre drummond
1,3,6.6,2,3.2,19.3,2,3.7,73,74,brian roberts
0,1,14.6,0,0.7,3.1,2,2.7,85,79,jonas valanciunas
1,2,17,0,0.2,1.4,2,2.8,83,79,dwight howard
0,2,19.2,4,3.5,2.7,2,1.6,77,79,ben mclemore
0,4,12.22,0,0.7,22.6,3,3.8,78,79,danny green
1,5,12.9,0,0.8,24.2,3,3.1,80,73,jerami grant
1,3,9.6,2,3.2,19,2,0.5,77,80,jamal crawford
1,1,12.22,8,4.4,24.3,3,9.7,75,80,brandon knight
0,2,8.2,3,2.6,9.4,2,2,73,78,trey burke
1,2,11.8,0,0.5,8.1,2,2.8,85,79,brook lopez
0,3,18.2,0,0.7,24.6,2,5.6,80,85,khris middleton
0,1,14.6,4,5.2,14.9,2,8,75,80,goran dragic
0,2,5.5,1,1.6,7.5,2,2.4,83,85,andre drummond
0,3,15,0,1,17.6,2,6,81,81,carl landry
1,1,20.2,0,1.1,24.1,2,7.1,83,85,pero antic
1,1,11.8,5,4.4,9,2,1,76,73,elfrid payton
0,4,12.22,2,2.4,24.6,3,3.8,73,75,lou williams
0,3,15.3,7,5.8,6.2,2,2.2,77,74,kentavious caldwell-pope
1,3,13.8,15,10.3,16.1,2,5,73,80,mo williams
1,2,17,0,0.9,20.2,2,8,78,78,andre iguodala
1,1,24,0,0.1,1.6,2,0.8,83,73,joakim noah
0,4,6.8,0,1.2,20.4,2,5.5,74,78,tony parker
1,3,6.6,0,1.1,25.7,3,10.6,81,82,luke babbitt
0,1,4.9,0,0.9,25.8,3,2.6,79,79,nick young
0,2,11.6,2,4.8,19.5,2,5,77,80,james harden
1,2,17.1,1,2.2,2.8,2,2.3,79,73,solomon hill
1,3,11.4,0,2.9,17.1,2,5.3,82,81,chris andersen
1,2,15.8,8,7.2,2.8,2,1,75,85,ray mccallum
1,3,13.4,11,9.5,2.4,2,1.4,81,83,james johnson
0,4,5.8,0,0.8,23.6,3,4.9,82,83,nikola mirotic
1,2,18.8,0,0.9,3.3,2,2.1,85,79,kosta koufos
0,1,7.2,1,3.2,6.1,2,1.1,80,80,thaddeus young
1,3,22.7,0,1.5,1.6,2,2.1,85,82,timofey mozgov
0,3,1,8,4.7,17.1,2,4.3,74,75,mario chalmers
1,3,21,3,2.9,3.9,2,9.4,81,78,robert covington
0,1,18.5,2,2,8,2,0.4,79,83,solomon hill
1,2,7,0,1.5,24.1,3,7.7,78,75,kj mcdaniels
1,1,13.1,0,1,19.8,2,4.2,82,83,markieff morris
0,4,7,0,0.9,24.3,3,3.8,75,69,ben gordon
1,1,4.3,0,0.7,26.2,3,5.5,78,79,danny green
1,3,15.9,5,7.5,5.1,2,1.6,82,80,Danilo Gallinari
0,1,12,2,2.2,20.2,2,2.5,78,81,kobe bryant
1,4,23.3,0,0.9,1.5,2,1.6,86,81,roy hibbert
1,1,4.8,0,5,20.9,2,4.3,80,80,carmelo anthony
1,1,6,4,5.7,7.9,2,2.8,85,83,nikola vucevic
0,1,0,2,3.5,44,3,0,78,80,tyreke evans
0,1,7.4,2,2.8,5.8,2,3.6,85,81,jonas valanciunas
0,4,2.3,1,4.5,12.4,2,2.3,82,82,travis wear
0,1,10,2,3.8,11.5,2,2,81,79,jeff green
0,1,8.2,1,4.5,9.3,2,3.3,82,85,anthony davis
1,2,3.4,0,3.6,25.6,3,4.7,73,81,chris paul
0,2,14.8,0,4.2,20,2,5.2,83,83,demarcus cousins
0,2,17.3,4,5.9,5.4,2,1.4,73,76,jose juan barea
1,3,7,3,1.8,10.3,2,1.8,81,82,jared sullinger
0,4,10.1,1,3.3,21.1,2,10.9,83,71,joakim noah
0,4,6,2,3.4,4.5,2,2.6,85,82,chris kaman
0,2,6.1,0,0.8,24.7,3,5.3,73,75,patrick beverley
0,2,8,2,2.2,15.9,2,5.3,81,81,jj hickson
0,3,15,12,9.9,6.9,2,5.6,75,73,jarrett jack
1,4,10.4,1,3.5,11.6,2,2.7,77,85,marco belinelli
1,1,13.4,1,3.4,3.1,2,1.7,82,83,Amar'e Stoudemire
1,5,14.5,10,9.8,14.4,2,4.5,79,74,evan turner
0,1,8.7,2,3,13.8,2,5,82,85,derrick favors
0,4,10.5,3,3.2,18.2,2,5,80,81,gordon hayward
1,3,11.8,0,0.9,17.4,2,5.9,81,82,luis scola
1,3,14.6,8,8.6,6.5,2,1.4,78,81,kobe bryant
0,2,5.6,2,1.8,14.9,2,2,78,76,nik stauskas
0,2,12.5,0,0.2,1.2,2,2.3,83,82,joakim noah
0,1,11.1,1,1.3,20.9,2,3.1,77,79,kentavious caldwell-pope
0,2,15,0,2.2,16,2,6.1,80,80,kenneth faried
1,3,5.9,2,3.3,7.8,2,3.4,83,80,jason thompson
1,1,19,0,0.6,3.7,2,2.6,83,83,demarcus cousins
0,1,7.5,2,2.1,4.8,2,0.5,80,83,brandon bass
0,2,15.5,10,7,9,2,3.1,74,73,tony parker
1,1,7.8,2,5.2,4.7,2,2.1,85,81,jonas valanciunas
0,1,18.6,3,3.4,1.3,2,1.8,78,81,tyreke evans
0,4,24,0,1.2,1.4,2,3.9,80,81,boris diaw
1,3,19.3,6,5,24.5,3,3,78,77,tim hardaway jr.
0,2,7.6,5,3.8,17.1,2,4,73,75,jose juan barea
0,2,11.4,0,0.9,25.5,3,14.4,81,82,darrell arthur
1,1,13.8,0,0.8,17.3,2,5.6,83,79,zaza pachulia
1,1,11,0,0.8,21.9,3,3.8,80,81,mike scott
1,4,10,0,0.9,24.1,3,4,78,81,vince carter
1,3,5.1,0,0.8,18.2,2,2.7,80,81,carmelo anthony
1,3,9.4,3,2.8,1.1,2,0.2,80,86,gordon hayward
1,1,6.9,0,1,21.2,2,8.3,80,83,luc mbah a moute
0,1,7.2,0,1.1,10.9,2,3.8,85,82,marc gasol
1,3,6.9,1,1.5,4.6,2,3,85,82,rudy gobert
0,4,4,0,0.8,24.5,3,6,76,75,jrue holiday
1,2,8.1,2,3.8,6.7,2,2.9,83,81,dwight howard
1,4,22.6,0,1,23,3,5.3,76,78,gary neal
0,2,5.1,11,8.8,11.6,2,2.4,76,81,gary neal
0,3,14.3,13,9.5,24.7,3,7.3,74,81,jeff teague
0,2,17.3,5,5.6,3,2,2.5,74,85,tony parker
1,3,3.9,2,5.2,17.4,2,4.5,80,75,rudy gay
1,3,15.3,0,0.8,24.9,3,5.1,81,82,mirza teletovic
1,3,12,0,0.8,6.1,2,4.4,79,81,michael kidd-gilchrist
0,4,11.1,0,1,22.5,3,14.9,75,78,derrick rose
0,1,7.7,4,4.6,9.6,2,4.6,75,75,russell westbrook
1,2,5.1,2,5.7,16.8,2,4.2,83,83,chris bosh
0,1,11.1,3,4.4,1,2,1.8,83,85,dwight howard
0,4,6.8,4,9.2,24.5,3,4.5,75,79,monta ellis
1,4,14.2,4,3.3,15.1,2,0.9,77,78,jamal crawford
1,4,7.8,19,15.8,20.9,2,3.1,74,74,norris cole
0,3,6.4,0,1.1,21.3,3,5.4,75,77,stephen curry
1,2,8.7,2,2.3,4.6,2,1.5,81,86,carlos boozer
0,1,7.9,3,2.6,15.3,2,5.1,75,83,ray mccallum
1,1,6.5,0,0.1,4.4,2,2.4,83,82,demarcus cousins
1,3,12.2,4,5.4,25.7,3,5.2,75,80,stephen curry
1,2,8,2,3,5.8,2,1.6,80,81,rudy gay
0,3,16.4,3,3.5,2.5,2,2.9,77,77,arron afflalo
1,3,9.4,1,2.1,6,2,3,79,83,joe johnson
1,2,16.7,0,1.1,2.7,2,1.4,76,83,elfrid payton
0,3,18.8,1,3.5,27.1,3,4.4,79,76,klay thompson
0,2,6.9,0,0.7,21.3,2,5.3,75,79,beno udrih
1,2,18.1,1,1.2,26.6,3,2.5,75,76,stephen curry
0,4,10.4,0,0.9,25.4,3,7,77,79,O.J. Mayo
1,1,14.1,1,3.1,18.7,2,11.1,82,83,blake griffin
0,3,10.4,3,6.3,24.4,2,5.5,81,83,marvin williams
0,1,3,0,0.8,23.2,3,8.7,80,81,boris diaw
0,4,14.6,3,3.4,10.7,2,2.9,73,78,lou williams
0,1,9.2,1,3.3,18.4,2,3.8,80,73,carmelo anthony
0,1,15,1,4.8,8.7,2,2.9,82,85,al horford
1,2,8.7,2,6.9,12,2,4,85,83,brook lopez
1,1,6.5,0,0.9,24.1,3,4.1,77,80,james harden
1,1,13.2,0,1,23.3,3,19.4,81,80,luke babbitt
1,1,10,16,14.5,10,2,3,75,80,deron williams
1,1,21.6,3,3.7,2.8,2,2.6,75,80,deron williams
1,1,13.2,0,0.8,15.3,2,4.7,83,82,enes kanter
0,1,14.6,1,2.5,9.7,2,3.2,85,83,tyler zeller
1,1,6.9,0,1.2,11.9,2,4.6,82,82,markieff morris
0,1,8.6,0,0.7,10.8,2,4.7,81,81,amir johnson
1,3,10,1,1,22,2,2.5,77,81,arron afflalo
1,4,4,0,0.2,24.5,3,3.8,81,83,zach randolph
1,2,12.22,0,0.6,1.5,2,3.4,86,83,roy hibbert
0,1,9,2,2.1,6.5,2,0,75,75,deron williams
0,3,2.9,0,1.7,3.5,2,1.8,81,79,amir johnson
1,3,4.8,1,5,19.5,2,3.3,82,79,serge ibaka
0,1,14.2,0,0.8,25,3,7.8,78,81,manu ginobili
1,3,20.9,0,0.6,3.8,2,1.9,78,83,shabazz muhammad
1,2,19.8,0,1,24.7,3,4.1,77,78,wesley matthews
0,2,18.9,0,0.7,19.3,2,6,78,76,cj miles
1,1,8.8,0,0.7,23.4,3,4.6,77,79,arron afflalo
1,3,15,0,0.8,7.3,2,2.8,77,85,gerald henderson
0,1,5.5,0,0.6,25.1,3,8.9,79,73,evan fournier
0,4,12.3,11,10.4,21.7,2,3,75,80,devin harris
1,3,6,3,2.9,5.2,2,1.3,79,85,solomon hill
0,4,1.9,5,6.4,8.1,2,3.1,73,82,aaron brooks
1,2,1,0,1.1,3.3,2,2.4,83,82,gorgui dieng
0,4,11.1,0,0.6,23,3,5.8,78,82,joe harris
0,4,4.9,2,3.2,1.2,2,2,73,85,shabazz napier
1,1,0.9,0,0.9,19.3,2,5.1,82,83,al jefferson
0,4,12.6,0,1.8,19.4,2,6.2,81,83,zach randolph
0,3,11.5,1,2.3,6.7,2,0.6,86,82,roy hibbert
1,1,7.3,4,8,5.2,2,2.2,80,79,lebron james
0,4,9.4,0,0.7,25.5,3,4.3,81,80,mirza teletovic
1,3,6.3,0,0.7,1.7,2,2.8,81,83,tristan thompson
1,2,20.1,0,1.5,23.7,3,1.5,77,75,arron afflalo
0,3,9.5,0,1.6,7.2,2,3.6,85,83,donatas motiejunas
0,2,15.5,10,8.8,3,2,1,76,78,gary neal
1,3,19.9,0,1.1,4.1,2,5.7,79,81,kawhi leonard
0,1,18.3,3,3.6,2.7,2,2.2,79,85,klay thompson
0,4,18.1,0,1,25.7,3,7.7,82,82,ryan anderson
0,3,0.5,1,1.8,27,3,4.1,80,78,bojan bogdanovic
0,2,8.6,0,1,12.5,2,2.8,83,85,tim duncan
1,4,12.22,6,4.9,14.4,2,2.1,71,75,ty lawson
0,2,2,1,1.9,10.1,2,2.4,82,79,blake griffin
0,2,16.2,11,8.5,14.8,2,2.1,75,75,beno udrih
0,3,8.9,0,0.8,19.7,2,4,82,83,jordan hill
1,1,13,0,1.2,2.5,2,4.3,85,83,rudy gobert
0,3,11.7,0,0.8,11.5,2,3.6,81,78,darrell arthur
1,2,14.5,5,5.1,5.9,2,3,80,83,lebron james
1,1,19,2,2.8,7.2,2,4.6,83,80,giannis antetokounmpo
1,1,12.22,0,1.1,24.9,3,5.7,74,75,jeff teague
1,4,7.9,2,2.8,5.3,2,2.5,75,80,pablo prigioni
0,3,18,6,5,3.8,2,3,73,85,mike conley
0,3,19.6,0,0.5,24.4,3,5.2,77,73,anthony morrow
0,2,14.1,0,0.8,1.1,2,2.3,85,83,steven adams
0,2,6.2,1,2.4,16.3,2,2.9,76,75,dwyane wade
0,3,12,0,1,14.3,2,8.4,83,81,marcin gortat
1,1,7.3,4,4.4,10.8,2,3.8,82,82,jordan hill
0,2,1.6,5,4.9,12.3,2,4.7,73,75,D.J. Augustin
1,2,12.5,5,4,11.9,2,5,79,80,evan turner
0,2,14.5,9,9.8,13.9,2,4.4,75,77,monta ellis
0,1,17.5,3,3,10.6,2,1.9,77,78,arron afflalo
1,2,7.3,0,0.8,21.5,2,4.2,80,81,luc mbah a moute
0,2,4.5,0,0.9,25.1,3,8.5,78,75,tim hardaway jr.
1,1,8.5,0,0.5,3.1,2,2.8,79,75,shaun livingston
1,2,3.6,1,1.4,4,2,2.1,78,83,tyreke evans
0,4,11,3,3.3,18.9,2,8.4,78,79,dante exum
1,2,9.9,0,0.9,22.5,3,4.6,80,83,mike scott
0,4,11,8,8.5,6.3,2,1.3,77,80,kentavious caldwell-pope
0,4,19.5,4,4,25,3,5.1,73,78,jose juan barea
1,4,17.6,5,4.9,23.9,3,5.4,75,71,steve blake
0,1,9.6,6,5.7,14.8,2,5.9,76,82,gary neal
0,2,10.3,0,1,23,3,5.3,73,80,brandon jennings
1,1,9.8,0,0.9,11.7,2,5.2,85,82,donatas motiejunas
1,1,15.1,0,0.7,22.3,3,4.5,74,75,jason terry
0,2,1,1,1.5,24.2,3,3.1,77,80,jamal crawford
1,3,10.3,0,0.8,2.4,2,0.6,80,81,luc mbah a moute
1,1,13.3,2,7.6,7,2,2.6,80,76,wilson chandler
1,3,5,1,3.4,22.8,2,6.6,74,77,avery bradley
1,1,17.5,0,0.5,2.8,2,1.9,75,80,monta ellis
0,4,9.6,0,0.8,19.2,2,5.1,85,77,jason smith
1,1,20.2,0,1,5.4,2,2.4,82,79,anthony davis
1,3,16,9,7.6,27,3,6.6,75,77,stephen curry
0,2,9.9,1,4.3,7.9,2,2.4,78,80,shabazz muhammad
0,2,18.7,6,4.7,22.5,2,4.3,75,80,damian lillard
1,3,10.5,0,0.8,18.3,2,6.1,81,83,david west
0,2,3,0,1.3,10.3,2,1.8,73,81,patrick beverley
1,1,14,0,2.8,20.7,2,16.4,82,79,henry sims
1,4,12.9,0,0.9,26.5,3,6.5,85,85,spencer hawes
1,4,19.2,2,1.7,0.9,2,1.9,80,77,jerami grant
0,3,16.2,0,0.9,24.4,3,3.4,73,75,kemba walker
0,4,13.3,0,0.9,23,3,10.7,78,80,tim hardaway jr.
1,4,10.3,0,0.6,2,2,5.6,73,73,darren collison
0,1,1.8,1,2.2,24.9,3,4.8,73,80,lou williams
1,4,9.9,1,3.5,15.8,2,2.1,78,73,alan anderson
1,1,18.4,1,1.7,24.9,3,6,79,76,klay thompson
0,2,9.2,1,5.2,4.9,2,1,82,83,jordan hill
0,1,9.9,0,0.6,11.1,2,3.1,85,83,jason smith
1,1,14.1,1,3.6,13.5,2,3.7,82,83,markieff morris
1,3,13.1,2,4,14.8,2,3.6,82,73,chandler parsons
1,4,22.5,0,0,2.1,2,0.4,81,81,taj gibson
1,2,19.1,5,5.2,24.5,3,4.9,75,81,kyrie irving
1,3,11.1,2,4.4,6.6,2,2.1,85,83,marc gasol
0,3,18,3,3.2,22.3,2,5.3,78,73,michael carter-williams
1,4,13.9,4,2.7,7.7,2,4.8,82,85,matt bonner
1,1,7.9,0,0.7,23,3,9.9,79,80,evan fournier
1,1,15.2,0,0.5,6.9,2,2.9,85,82,brook lopez
0,3,13.1,0,0.8,24.5,3,10.1,79,79,solomon hill
1,4,19.2,2,2.8,5.8,2,1.7,80,73,khris middleton
0,2,3.9,8,7.7,24,2,5.2,76,80,jrue holiday
0,2,4,4,5.9,4.9,2,1.3,85,82,nikola vucevic
0,4,9,0,1,23.9,3,3,78,79,andre iguodala
0,1,5.2,12,10.1,10.2,2,4.1,80,79,wilson chandler
0,2,15.1,6,8.8,2.4,2,1.9,77,85,james harden
0,3,15,10,9.8,21.1,2,7.8,73,78,brandon jennings
1,2,3.6,0,1.1,19.4,2,6,73,74,brandon jennings
0,2,24,0,1.1,2.9,2,1.8,81,79,tyler hansbrough
1,3,21.6,0,0.9,3.1,2,2.7,81,79,david west
0,2,16,0,0.8,8.5,2,4.1,82,76,kendrick perkins
0,2,18.2,6,6.3,9,2,1.5,81,81,jakarr sampson
0,1,23.2,0,0.8,18.8,2,5.8,75,82,jose calderon
1,2,4,1,1.9,25.8,3,6.5,82,78,nikola mirotic
1,1,15.3,2,2.1,8.2,2,2.9,85,83,andrew bogut
0,1,11,0,14.2,8.9,2,5.7,85,85,pau gasol
1,3,20.6,0,0.7,5.3,2,3.9,79,85,jimmy butler
0,1,9.9,1,1.8,19.8,2,4.6,77,76,courtney lee
0,1,10,2,1.8,2.7,2,1.6,85,83,alex len
0,1,10.2,0,1,23.9,3,5,74,74,cj watson
0,2,13.7,2,2.3,2.9,2,2,85,85,chris kaman
0,3,12.22,3,3.5,3.3,2,3.1,76,75,john wall
1,4,16,0,0.5,8,2,4,80,80,brandon bass
0,2,21.8,1,1.8,3.3,2,2.3,83,83,joakim noah
1,3,5.2,2,2.2,16.9,2,4.5,83,82,chris bosh
0,1,11.1,4,4.2,19.1,2,2.8,76,78,dwyane wade
1,1,16.6,0,0.7,19.2,2,4.3,77,80,anthony morrow
1,1,16.5,1,1.2,10.4,2,2.8,85,83,andrew bogut
0,1,11.6,0,0.8,25.8,3,5.9,80,82,mike scott
1,2,12,2,2.6,16.9,2,5.2,75,75,damian lillard
1,3,13.8,0,1.1,4.7,2,2.5,81,80,jj hickson
1,4,23.2,0,0.6,16.8,2,5.1,78,71,cj miles
0,4,16.5,0,0.9,24.7,3,10.1,80,83,mike scott
0,2,12,1,3,2.8,2,1.5,75,82,damian lillard
0,1,10.4,0,0.8,24.3,3,3.7,79,82,draymond green
0,1,12.22,0,1,22.5,2,4.7,78,78,kobe bryant
1,4,18.3,5,5.5,25.6,3,5.1,81,81,jeff green
1,1,5.7,0,1.1,22.5,3,14.8,80,83,trevor ariza
0,2,13.2,0,0.8,22.6,3,8.5,80,79,derrick williams
0,1,11.8,0,4.5,11,2,3.5,85,85,pau gasol
1,2,15,6,8.4,3.2,2,0.4,75,79,jeremy lin
0,1,11.3,12,14,2.7,2,2.6,83,85,demarcus cousins
0,1,7.8,0,0,25.5,3,5.3,81,80,jared sullinger
1,3,8.3,3,5.1,5.4,2,1.7,83,83,demarcus cousins
0,4,3.6,2,7.2,12,2,1.6,82,75,ryan anderson
1,1,11.8,4,2.9,18,2,1.8,76,73,marcus smart
0,1,12.1,2,3.8,9.7,2,1.7,80,80,andrew wiggins
0,4,0,0,0.7,29.7,3,6.4,75,82,derrick rose
0,3,12.7,2,3.2,8,2,2.3,85,83,tyler zeller
1,1,7.7,2,2,2.1,2,1.3,82,83,chandler parsons
0,4,21.8,2,3.1,4.5,2,5,71,78,shane larkin
1,1,7,0,1.5,1.3,2,6.6,85,81,cody zeller
1,2,17.8,0,0.2,4.4,2,2,82,83,ed davis
0,2,15,0,1,18.3,2,4.5,75,82,jerryd bayless
1,2,11.6,0,0.9,2.2,2,1.5,85,83,brook lopez
1,4,20.8,4,4.3,6.3,2,3.2,77,81,kent bazemore
1,3,12.5,0,0.8,19.9,2,11.9,80,82,anthony bennett
0,3,14,0,0.7,24.8,3,6.5,78,77,garrett temple
1,1,19,4,4.9,1.1,2,2.1,73,83,eric bledsoe
1,4,8.5,3,2.5,7.2,2,0.4,73,83,dennis schroder
0,1,12.4,1,1.4,5.8,2,2,77,83,kentavious caldwell-pope
1,1,17.8,0,0.9,18.3,2,8.9,85,82,nikola vucevic
0,3,20.7,2,2.5,24.2,3,5.9,77,75,james harden
0,4,14,14,10.1,7,2,2.6,74,81,jeff teague
1,2,8.3,0,1,24.3,3,4.5,75,78,jerryd bayless
0,2,11.2,0,1,17.4,2,5.9,81,85,glen davis
1,1,16.5,7,8,24.7,3,4.7,75,73,reggie jackson
1,1,11.7,0,1,17.9,2,5.4,83,82,marcin gortat
0,5,21,0,1,25.1,3,6.2,80,81,nicolas batum
0,2,3.5,7,7.2,3.4,2,2.7,80,81,jerami grant
0,3,16.9,0,0.8,22.4,3,1.3,79,75,gerald green
1,3,8,0,1.1,3.8,2,1.5,81,85,carl landry
0,4,12.22,9,7.9,9.2,2,1,74,73,cj watson
0,4,8.8,4,4.3,18,2,4.2,75,78,goran dragic
0,1,13.2,1,1.3,20.2,2,6.4,85,75,kelly olynyk
0,4,18.8,1,1.6,10,2,3.8,79,79,draymond green
0,2,12,1,5.2,13.4,2,3,77,76,arron afflalo
0,4,12,3,3.4,3.2,2,2.5,75,81,monta ellis
0,3,11.7,1,1,2.7,2,2.1,85,83,pau gasol
0,4,4.1,2,3.1,21.9,2,5,74,80,avery bradley
1,4,16.2,6,6.4,13.2,2,3.4,74,73,tony parker
0,4,12.4,0,0.9,16.4,2,5.9,83,81,enes kanter
0,1,8.8,1,0.9,0.1,2,2,82,83,chris andersen
1,2,7.3,0,0.8,5.9,2,2.9,81,81,taj gibson
1,2,1.5,1,2.2,11.7,2,2.8,75,79,kyrie irving
0,1,0.4,1,2.7,15.2,2,3.1,81,80,lavoy allen
0,4,14.4,3,3.5,20.7,2,7.8,73,75,trey burke
1,2,13.6,0,0.7,23.5,3,6.2,81,78,luke babbitt
0,2,11.9,0,0.9,22.7,3,4.8,81,80,luol deng
0,2,23.8,0,1.3,0.7,2,0.3,81,85,jared sullinger
1,4,9.1,0,1.1,2.7,2,0.5,79,77,michael kidd-gilchrist
1,2,9.9,0,1,6.2,2,2.3,82,86,ed davis
0,4,14.8,2,3,5.7,2,2.5,73,74,dennis schroder
1,4,16.2,8,7.2,18.1,2,3.8,75,73,monta ellis
0,2,4.2,0,1,8,2,4.4,79,79,michael kidd-gilchrist
0,2,9.8,0,1,14.4,2,5.2,81,81,taj gibson
0,1,4.4,2,2.9,9.1,2,2.6,73,79,patrick beverley
1,1,12.22,0,0.8,1.9,2,2.1,86,82,roy hibbert
0,1,11.6,6,6.3,25.7,3,7,80,85,rudy gay
0,2,17.7,0,0.7,24.6,3,4.2,81,80,mirza teletovic
0,3,16.3,0,1.5,4.3,2,4.6,83,77,nerlens noel
0,2,0.8,0,0.7,19,2,8.4,83,81,enes kanter
1,1,9.4,0,0.6,2.1,2,4.5,85,82,timofey mozgov
1,2,11.2,0,1.2,16.8,2,5.3,83,81,Nene
0,4,13.5,0,0.9,24.6,3,7.2,77,74,bradley beal
0,1,13.8,0,1.1,22.4,2,10.6,81,83,jared sullinger
0,4,15.5,9,8.4,26.2,3,4.9,73,76,aaron brooks
1,2,13.1,2,5.2,23.3,2,3.3,80,79,lebron james
1,1,24,14,11.2,3,2,3.7,80,73,gordon hayward
1,1,21.3,3,4.2,1.7,2,22.1,75,79,devin harris
0,3,14.1,15,9.6,20.7,2,4.5,73,75,kyle lowry
0,4,7.7,2,8.1,2.9,2,0,85,82,chris kaman
0,3,4.4,1,1.3,7.4,2,1.9,81,85,carlos boozer
0,2,12.6,0,1.1,21.6,2,4.3,75,78,jerryd bayless
0,1,11.5,0,0.6,24.9,3,3.8,80,79,rudy gay
0,2,19.7,1,2.1,1.1,2,2,78,80,alan anderson
0,2,10,8,7.3,24,3,2.6,75,79,damian lillard
1,4,10.2,14,14.1,2.4,2,6.5,75,75,jeremy lin
1,4,8.5,0,0.7,5.2,2,3.2,82,76,anthony davis
1,3,17.6,0,0.7,23.5,3,4.3,80,79,wilson chandler
1,2,9.5,0,0.6,3.4,2,4,81,82,amir johnson
0,4,20.9,1,1.2,23.5,3,5.7,69,76,nate robinson
0,1,8.3,1,5,7.5,2,0.7,83,82,greg monroe
1,4,18.1,6,5.9,4.1,2,5.8,79,79,solomon hill
0,4,14.9,0,0,1.6,2,1.5,80,79,lebron james
1,2,20.2,6,5.4,7.1,2,1.6,76,77,cj mccollum
1,5,22,2,2,21.6,2,4,82,83,anthony davis
0,2,18.7,0,0.8,5.4,2,4.2,83,83,tim duncan
0,3,8.6,2,2.3,9,2,2.5,73,75,trey burke
0,1,9.6,1,1.7,8.4,2,2.9,77,76,gerald henderson
1,3,24,0,1,0.9,2,5.2,81,85,amir johnson
1,3,17.2,1,1.7,24.6,3,4.8,80,81,gordon hayward
0,3,10.4,1,2.2,12.4,2,3.3,77,78,gerald henderson
1,1,14.2,0,4.8,25.8,3,5.3,79,81,gerald green
0,1,16,0,1.2,12.5,2,6.5,82,82,kendrick perkins
1,3,19,0,0.8,24.3,3,4,77,75,gerald henderson
1,2,18,0,0.7,2.5,2,1.9,81,74,taj gibson
1,2,22,0,0.7,22.8,3,6.5,73,74,mo williams
0,4,18.8,0,0.8,23,3,3.6,77,79,jeremy lamb
1,3,20.4,0,0.9,4.9,2,2.4,82,80,blake griffin
0,2,16,1,1.9,11.6,2,2,77,74,ben mclemore
0,1,12.22,0,1.8,26.1,3,4.6,80,79,nicolas batum
0,2,7.5,1,1.7,2.5,2,1.4,82,83,al horford
1,1,8.6,2,2.3,17.8,2,5.4,76,80,jj redick
0,4,20,0,1,25.1,3,15.3,74,74,mario chalmers
1,1,14,1,1.6,3.8,2,2.6,83,80,cole aldrich
1,2,4,0,0.5,1.5,2,2.3,82,85,ed davis
1,2,20.2,4,4.8,5.1,2,2.4,80,82,rudy gay
0,1,13.2,0,1.1,21.1,2,6.9,77,77,kentavious caldwell-pope
1,4,8.8,3,3.2,9,2,2.5,73,73,mike conley
0,3,20.6,1,2.8,2.6,2,1.1,80,83,carmelo anthony
1,3,8.3,1,2,14.8,2,4.3,81,75,jeff green
0,4,7.7,3,6.4,6.3,2,1.3,79,77,joe johnson
0,2,12.2,0,0.8,21.8,3,6.4,79,81,caron butler
1,1,15.7,0,0.8,22.1,3,7.3,77,77,ben mclemore
1,2,7.1,0,0,20.6,2,5,85,82,jason smith
